unittitle,function,ID
"Laralde, Sieur de",Personne,P5804
"Laramigère, Sieur de",Personne,P5805
"Laravoye, Sieur de",Personne,P5809
Laremberge,Personne,P5816
"Lareynie, M. de",Personne,P5820
"Larieux, de",Personne,P5828
Larigaudière Froger,Personne,P5829
"Larigaudière, de",Personne,P5832
"Larigodière de La Rochefoucauld, Sieur de",Personne,P5834
"Larivière, Sieur de",Personne,P5841
"Larochalard, de (alias La Rochallart)",Personne,P5847
"Larochalard, de (alias La Rochellart)",Personne,P5848
Laroche,Personne,P5852
"Laroche Du Vigier, Sieur de",Personne,P5855
"Laroche, Elie de",Personne,P5863
"Larochecourbon, M. de",Personne,P5867
"Larochecourbon, Madame de",Personne,P5868
"Larochelongchamp, Madame de",Personne,P5871
"Larochevezansay, Sieur de",Personne,P5872
"Laronde, de",Personne,P5880
"Laronde, Sieur de",Personne,P5879
"Laroque, Sieur de",Personne,P5886
"Laroquepersin, M. de",Personne,P5887
Larouvière,Personne,P5897
"Lasalle Cuxac, Sieur de",Personne,P5913
"Lasalle, M. de",Personne,P5921
"Lasaulaye, de",Personne,P5929
"Lasauvagère, de",Personne,P5938
"Latouane, Sieur de",Personne,P5955
"Latouche, Sieur de",Personne,P5959
Latour Dalliez,Personne,P5966
"Latraverserie, Sieur de",Personne,P5984
"Latreille Follière, de",Personne,P5986
"Latreille, Sieur de",Personne,P5987
"Laubespin, Le Chevalier de",Personne,P5998
"Launay, Sieur de",Personne,P6010
Laurier,Personne,P6028
Lauthier,Personne,P6031
"Lauzon, Le Chevalier de",Personne,P6034
"Lavalminière, Sieur de",Personne,P6044
"Lavardin, M. de",Personne,P6047
"Lavarenne, Marquis de",Personne,P6049
Lavau,Personne,P6050
"Lavau Saint Etienne, Sieur de",Personne,P6052
"Lavauguyon, Comte de",Personne,P6056
"Lavergue, Sieur de",Personne,P6060
"Laverune, Sieur de",Personne,P6062
"Lavieuville, J. François Dubois Halhan de",Personne,P6064
Lavigne Buisson,Personne,P6068
"Lavigne, Isaac",Personne,P6069
Lavocat,Personne,P6073
"Lavogadre, M. de",Personne,P6074
"Lavrillière, de",Personne,P6078
Lebair,Personne,P6087
Lebègue,Personne,P6115
Leblanc,Personne,P6095
Lecamus,Personne,P6117
"Leclerq, Jacques",Personne,P6126
"Lefel, Charles",Personne,P6152
Lefèvre,Personne,P6158
Lefèvre de Chassenay,Personne,P6161
Legrand,Personne,P6180
Legras,Personne,P6186
Lelarge,Personne,P6197
Lemeyrat de Saint Abre,Personne,P6224
Lepeletier de Souzy,Personne,P6243
"Lequin, Marie",Personne,P6252
Leroux,Personne,P6260
Leroy,Personne,P6266
Leroy de La Poterie,Personne,P6269
"Leroy, Nicolas",Personne,P6274
Lervoire,Personne,P6277
Lescure,Personne,P6287
"Lesdiguières, La Duchesse de",Personne,P6288
"Lespine Danican, Sieur de",Personne,P6295
"Lestrille, de",Personne,P6307
"Lestrille, Sieur de",Personne,P6305
"Lestrille, Veuve de",Personne,P6306
Levasseur,Personne,P6324
Levasseur de Néré,Personne,P6325
Levau,Personne,P6328
Levayer,Personne,P6330
"Levy, Sieur de",Personne,P6337
Lezeau,Personne,P6339
Lhermite,Personne,P6341
"Ligondais, Sieur de",Personne,P6361
"Lille, Sieur de",Personne,P6366
"Lilleau, Sieur de",Personne,P6369
"Lion, Sieur de",Personne,P6385
"Livernan, Sieur de",Personne,P6395
Livron,Personne,P6399
"Logivière, Landouilette de",Personne,P6407
"Loire, Demoiselle de",Personne,P6413
"Loire, Marquise de",Personne,P6414
"Lombard, Joseph",Personne,P6420
"Loménie, M. de",Personne,P6425
Lorance,Personne,P6451
"Lorge, Le Maréchal de",Personne,P6453
Lortie des Brions,Personne,P6458
Lothon,Personne,P6470
Lottin,Personne,P6473
Loubon,Personne,P6480
Loure,Personne,P6493
Lourme,Personne,P6494
"Louvigny, Sieur de",Personne,P6501
"Louvois, Abbé de",Personne,P6505
"Louvois, Le Marquis de",Personne,P6506
"Lubert, Sieur de",Personne,P6516
"Lucan, Sieur de",Personne,P6519
Lully,Personne,P6528
Luneau,Personne,P6532
"Lusignan, Sieur de (alias Luzignan)",Personne,P6541
"Madec, Laurent",Personne,P6590
Mademoiselle de Montpensier,Personne,P6591
"Magne, Dame de",Personne,P6592
"Maigne, Dame de",Personne,P6603
Maingault,Personne,P6620
"Maintenon, M. de",Personne,P6622
"Maintenon, Madame de",Personne,P6623
Makarel,Personne,P6634
Malet,Personne,P6641
Mallet,Personne,P6647
Manguy,Personne,P6680
Maniban,Personne,P6681
Manigault,Personne,P6682
Manot,Personne,P6688
"Manse, Sieur de",Personne,P6690
Manuel,Personne,P6691
Marbeuf,Personne,P6692
"Marcognet, Sieur de",Personne,P6718
Marcolay,Personne,P6720
"Mardoit, Le chevalier de",Personne,P6725
"Marèges, Sieur de",Personne,P6850
Marest,Personne,P6730
Maret,Personne,P6731
"Mareuil, Sieur de",Personne,P6733
Marias,Personne,P6741
Marie,Personne,P6743
"Marigny, Le capitaine de",Personne,P6750
"Marillac, Le chevalier de",Personne,P6754
Marin,Personne,P6757
Mariol,Personne,P6763
Mariollay,Personne,P6766
"Marsan, Comte de",Personne,P6794
"Marsilly, Vicomte de",Personne,P6800
"Martel, Catherine",Personne,P6807
"Martel, Dame de",Personne,P6808
"Martel, Judith",Personne,P6809
"Martel, Sieur de",Personne,P6810
Martin,Personne,P6819
Masse,Personne,P6854
Massé,Personne,P6880
Massiot,Personne,P6863
Masson,Personne,P6869
"Masson, Mathurin",Personne,P6874
"Massonne, La nommée",Personne,P6877
"Maubec, Amable",Personne,P6897
Mauclerc,Personne,P6906
Maudet,Personne,P6911
"Maupeou, Le Chevalier de",Personne,P6922
"Mauprié, Dame de",Personne,P6926
Maurice,Personne,P6935
"Maurville, Bidé de",Personne,P6938
Mayer,Personne,P6950
Melon,Personne,P6972
Ménardeau,Personne,P7417
Méré,Personne,P7426
"Merlas, Marguerite (alias Merlat)",Personne,P7003
Meslin,Personne,P7012
Mesnard,Personne,P7016
"Meusnier, Jean",Personne,P7047
"Meusnier, Veuve",Personne,P7048
"Mezy, de",Personne,P7056
Micheau,Personne,P7062
Michel,Personne,P7065
"Michel, Dame",Personne,P7071
"Michel, Veuve",Personne,P7074
"Mignard, Edouard",Personne,P7076
Millière,Personne,P7089
"Miossens, Madame de (alias Miossans)",Personne,P7098
"Miramion, Sieur de",Personne,P7104
"Miromesnil, Sieur de",Personne,P7108
Mithon,Personne,P7110
"Mondens, Sieur de",Personne,P7145
Monfort,Personne,P7151
"Monic, de",Personne,P7160
"Monis, de",Personne,P7164
Monsheureuil,Personne,P7175
"Montaumer, Sieur de",Personne,P7192
"Montbault, M. de",Personne,P7196
"Montbron, Le Chavalier de",Personne,P7200
"Monteil, Sieur de",Personne,P7207
"Montgeorge, M. de",Personne,P7214
"Montgon, Le chevalier de",Personne,P7218
Montigné,Personne,P7232
"Montléon, Sieur de",Personne,P7241
Montmort,Personne,P7245
Montortier,Personne,P7246
"Montortier, de",Personne,P7247
"Montségur, Sieur de",Personne,P7258
"Montyon, Le chevalier de",Personne,P7266
Moracin,Personne,P7272
Morain,Personne,P7275
Morant (alias Morand),Personne,P7280
Moré,Personne,P7343
Moreau,Personne,P7284
"Moreau, Gilles-François",Personne,P7292
Morel,Personne,P7300
Morel de La Forest,Personne,P7301
Morin,Personne,P7311
Mornac,Personne,P7325
"Mornac, Sieur de",Personne,P7326
"Mortagne, Sieur de",Personne,P7335
"Mortemart, Duc de",Personne,P7337
"Morveaux, Comte de",Personne,P7341
Mouchard,Personne,P7357
Moufle,Personne,P7365
Mouillot,Personne,P7366
Mousnier,Personne,P7383
"Moyencourt, Sieur de",Personne,P7397
Nadeau,Personne,P7434
Nadreau,Personne,P7443
"Nauclair, de",Personne,P7450
"Naudin, Veuve",Personne,P7457
Nauger,Personne,P7459
Nectoux,Personne,P7479
Nelson,Personne,P7480
"Nesmond, Marquis de",Personne,P7483
"Neuilly, Sieur de",Personne,P7486
"Neuvillette, de",Personne,P7494
Neveu,Personne,P7495
Nicolay,Personne,P7503
Niquit,Personne,P7510
"Nivert, Henri",Personne,P7512
"Noailles, Le Chevalier de",Personne,P7515
Noel,Personne,P7517
"Nointel, de",Personne,P7525
"Noirmoutiers, Le Duc de",Personne,P7528
"Norcy, Sieur de",Personne,P7544
Nordin,Personne,P7545
"Noré, Le Chevalier de",Personne,P7556
"Nossay, de",Personne,P7558
Noué,Personne,P7566
Nouet,Personne,P7561
"Nuaillé, Le Chevalier de",Personne,P7579
"Nyoullon, Claude",Personne,P7582
Ollivier,Personne,P7598
"Ollivier, Jean",Personne,P7601
Oriou,Personne,P7605
Pacaut (alias Pacault),Personne,P7620
Pachot,Personne,P7622
Palu de Fontenay,Personne,P7644
Papin,Personne,P7653
Paret,Personne,P7672
"Pasdejeu, Sieur de (alias Padejeu)",Personne,P7696
"Pasdejeu, Sieur de (alias Padjeu)",Personne,P7697
Pasquier,Personne,P7701
Patissier,Personne,P7705
Patoulet,Personne,P7708
Payen,Personne,P7723
Pellé,Personne,P7762
"Pelletan, Abraham",Personne,P7749
Pelletier,Personne,P7752
"Penarier Des Brions, Madame",Personne,P7767
"Pennes, Sieur de",Personne,P7772
Pépin,Personne,P8133
Péribau,Personne,P8136
"Perot, Vincent",Personne,P7798
Perrault,Personne,P7801
"Perrinet, Sieur de",Personne,P7816
Perrot,Personne,P7821
"Persin, Sieur de",Personne,P7828
"Persy, de",Personne,P7831
Petit,Personne,P7839
Petit de Boisselle,Personne,P7845
Petitval,Personne,P7857
Phelipon,Personne,P7868
"Phelypeaux, Jérôme",Personne,P7872
Phillipon,Personne,P7880
"Picard, Jean",Personne,P7888
Pichon,Personne,P7893
Pinard,Personne,P7921
"Piniot, Demoiselle",Personne,P7934
Piton (alias Pitton),Personne,P7955
Pivert,Personne,P7957
"Planta, Sieur de",Personne,P7963
"Pléneuf, Sieur de",Personne,P7973
"Plésac, de",Personne,P7974
"Plumier, [Charles]",Personne,P7971
"Poiney, M. de",Personne,P7981
"Pointis, M. de",Personne,P7984
Poitier,Personne,P7992
"Polignac, Abbé de",Personne,P7997
"Pomereu, Sieur de",Personne,P8005
"Pommery, Gabriel dit La Champignère",Personne,P8012
"Pontchartrain, Louis comte de",Personne,P8033
"Ponty, Sieur de",Personne,P8043
Porrée,Personne,P8046
Portier,Personne,P8053
Potier,Personne,P8055
Pottier,Personne,P8058
"Poudens, Le chevalier de",Personne,P8059
"Poulain, Veuve",Personne,P8066
Pouliou,Personne,P8069
Poulletier,Personne,P8071
Poussard,Personne,P8077
Poux,Personne,P8078
"Pradines, Le chevalier de",Personne,P8080
"Prévost, Veuve",Personne,P8119
"Prioux, Les sœurs",Personne,P8100
Prou,Personne,P8106
Prunier,Personne,P8111
"Puymuré, Mademoiselle de",Personne,P8129
Racine,Personne,P8177
"Raffin, Etienne",Personne,P8183
Raguienne de Mareuil,Personne,P8187
"Rambaut, Josué",Personne,P8201
"Rambure, Sieur de",Personne,P8203
"Rame, Veuve",Personne,P8207
"Rancogne, Le chevalier de",Personne,P8218
Rangeart,Personne,P8221
"Ranque, Michelle Texier de",Personne,P8223
"Rateau, Jacques",Personne,P8236
Ratrau,Personne,P8239
Raubois,Personne,P8243
Raymond,Personne,P8255
"Raymondis, Sieur de",Personne,P8262
"Reals, M. de",Personne,P8264
"Reculot, Sieur de",Personne,P8270
Regnaud,Personne,P8273
Régnier,Personne,P8622
"Rémy, Jean",Personne,P8629
Renau,Personne,P8293
Renaud Latraversie,Personne,P8297
Renaut,Personne,P8310
Rénier (alias Régnier),Personne,P8631
"Rénier, Pierre",Personne,P8632
Resgnier,Personne,P8323
Rey,Personne,P8333
Rhodon (alias Rodon),Personne,P8342
"Richard, Pierre",Personne,P8354
"Richebourg, Sieur de",Personne,P8360
Ricouard,Personne,P8367
Rigaud,Personne,P8377
Rigord,Personne,P8384
Riverin,Personne,P8398
"Roanez, Le chevalier de",Personne,P8405
Robelin,Personne,P8407
Robert,Personne,P8410
"Robert, Pierre",Personne,P8419
"Robinet, Demoiselle",Personne,P8425
Robiot,Personne,P8428
"Roche, Pierre",Personne,P8439
Rochefort,Personne,P8445
"Rochesnart, Demoiselle de",Personne,P8449
Rochette,Personne,P8450
"Rocmador, Sieur de",Personne,P8451
Roger des Motteux,Personne,P8459
Roland,Personne,P8465
"Rolland, Jean",Personne,P8469
"Rolland, Nicolas",Personne,P8470
Rome,Personne,P8480
Romegoux de Blénac,Personne,P8481
Rondeau,Personne,P8484
"Roquart, Le chevalier de",Personne,P8488
"Roquefeuilles, Sieur de",Personne,P8492
Roquette,Personne,P8497
Rosier,Personne,P8499
Rouet,Personne,P8517
"Rougemont, Sieur de",Personne,P8519
Rouillé,Personne,P8522
Rousseau,Personne,P8537
Rousseau d'Orfontaine,Personne,P8539
Roussel,Personne,P8541
"Roussel, Sieur de",Personne,P8543
Roussin,Personne,P8550
Rouvières,Personne,P8556
"Rouvroy, Le chevalier de",Personne,P8559
Roux,Personne,P8561
"Roux, la fille de la veuve",Personne,P8567
"Roux, Louis",Personne,P8565
"Rubin, François",Personne,P8586
Saccardy (alias Sacardy),Personne,P8648
"Sage, Jean",Personne,P8651
"Sageant, Mathieu (alias Sagean)",Personne,P8652
Saige,Personne,P8657
"Saint-Abre, Le chevalier de",Personne,P8666
Saint-Aubin,Personne,P8679
"Saint-Aulaire, de",Personne,P8685
Saint-Bris,Personne,P8686
"Saint-Clair, Sieur de",Personne,P8693
Saint-Eloi,Personne,P8698
"Saint-Estève, M. de",Personne,P8699
Saint-Gilles,Personne,P8710
"Saint-Hermine, de",Personne,P8711
"Saint-Hilaire, Demoiselles de",Personne,P8714
Saint-Laurent,Personne,P8728
Saint-Léger,Personne,P8733
Saint-Léger de La Saussaye,Personne,P8734
"Saint-Luc, de",Personne,P8732
"Saint-Mar, M. de",Personne,P8745
Saint-Martin,Personne,P8752
"Saint-Martin, de",Personne,P8755
Saint-Michel Dunezac,Personne,P8760
"Saint-Michel, de",Personne,P8763
"Saint-Olon, Sieur de",Personne,P8766
"Saint-Pol, Sieur de",Personne,P8781
Saint-Quentin,Personne,P8785
"Saint-Simon, Duc de",Personne,P8796
"Saint-Simon, Duchesse de",Personne,P8797
"Saint-Sulpice, Sieur de",Personne,P8801
"Sainte-Marie, de",Personne,P8824
Sainville,Personne,P8830
"Salignac, Sieur de",Personne,P8845
Salvat,Personne,P8855
Sanson,Personne,P8868
"Saujon, M. de",Personne,P8900
Sausse,Personne,P8916
Sauveur,Personne,P8925
Sauvion,Personne,P8927
"Savigny, de",Personne,P8940
"Segonzac, Sieur de",Personne,P8961
Seguier,Personne,P8964
Seignette,Personne,P8974
Selleron,Personne,P8983
"Serau, La Dame",Personne,P8991
"Sérigny, Sieur de",Personne,P9136
Serpault,Personne,P8994
"Serpault, Demoiselle",Personne,P8995
"Serpaut (alias Serpau, Serpaud, Serpault)",Personne,P8997
Serville,Personne,P9008
"Sève, M. de",Personne,P9132
Sibourre,Personne,P9016
Silly,Personne,P9027
"Simon, Yves",Personne,P9038
Sinson,Personne,P9047
Sivry,Personne,P9049
"Soissons, Madame la comtesse de",Personne,P9057
"Soubise, Mademoiselle de",Personne,P9075
"Soufry, M. de",Personne,P9081
"Souge, Sieur de",Personne,P9082
"Sourdis, Marquis de",Personne,P9093
Suraud,Personne,P9119
"Surgères, Le chevalier de",Personne,P9124
"Tadourneau, Isaac",Personne,P9142
"Tallemay, Sieur de",Personne,P9155
Talon,Personne,P9160
"Tandy, Nathanaël",Personne,P9165
Tarault,Personne,P9167
Tarragon,Personne,P9171
Tarrière,Personne,P9173
"Tasseran, Sieur de",Personne,P9179
"Taumur, Demoiselle de (alias Thaumeur)",Personne,P9185
"Teille, La Demoiselle",Personne,P9197
Teuleron,Personne,P9226
Thersmitte,Personne,P9231
Theus,Personne,P9232
Thevenot,Personne,P9233
Thibaud Dupaty,Personne,P9235
Thibaudeau,Personne,P9238
Thibault Desprès,Personne,P9241
"Thillorier, Pierre",Personne,P9250
Thomas,Personne,P9259
"Thomas, Jeanne",Personne,P9264
"Thomas, Veuve",Personne,P9267
Thuillier,Personne,P9275
Thury,Personne,P9276
"Tigné, Sieur de",Personne,P9290
"Tilly, Sieur de",Personne,P9294
Ting,Personne,P9297
Tiphaneau,Personne,P9298
Tolède,Personne,P9314
"Torcy, Jean-Baptiste marquis de",Personne,P9322
Toscane,Personne,P9330
Touchemarin,Personne,P9332
"Touchimbert, Le chevalier de",Personne,P9333
"Toulouse, Le comte de",Personne,P9338
Toumazon (alias Thomazon),Personne,P9342
"Touraud, Jean",Personne,P9344
"Tourouvre, Sieur de",Personne,P9354
"Tourville, Le Maréchal de",Personne,P9359
Traverse,Personne,P9371
Tresaguet,Personne,P9375
Tronchin,Personne,P9386
"Turmenyes, Sieur de",Personne,P9413
"Vaison, l'Evêque de",Personne,P9423
"Valbelle, Le chevalier de",Personne,P9430
"Vallemont, Sieur de",Personne,P9448
"Valmenière, Sieur de",Personne,P9463
Valossière,Personne,P9466
Vambeck,Personne,P9467
"Vandeuil, Sieur de",Personne,P9476
"Vanolles, Sieur de",Personne,P9486
"Varennes, de",Personne,P9495
Varin,Personne,P9497
Vatbois,Personne,P9505
"Vaubourg, de",Personne,P9509
"Vaudricourt, Sieur de",Personne,P9526
"Vaugiraud, Sieur de",Personne,P9528
"Vaulezard, de (alias Vaulezar)",Personne,P9532
Vaumignon,Personne,P9538
"Vauvré, M. de",Personne,P9543
"Veillart, Jean",Personne,P9555
Venelot,Personne,P9567
"Venneuelle, La prétendue comtesse de",Personne,P9571
"Verdille, de",Personne,P9577
"Verneuil, René de",Personne,P9592
"Véry, Elie",Personne,P9800
Vialet,Personne,P9607
"Vignier, Pierre",Personne,P9657
"Villebon, de",Personne,P9675
"Villeroy, Le Maréchal de",Personne,P9696
"Villette Mursay, Sieur de",Personne,P9703
"Villette, M. de",Personne,P9706
"Villiers, de",Personne,P9723
Vincens,Personne,P9736
"Vitou, Jean",Personne,P9748
"Vitou, Nicolas",Personne,P9749
"Vitré, Sieur de",Personne,P9751
Vivien de Puybalon,Personne,P9754
Vivier,Personne,P9755
Vivier (alias Du Vivier),Personne,P9756
"Viviers, M. de",Personne,P9758
"Voisin, Le Chevalier de",Personne,P9765
"Voutron, Demoiselles de",Personne,P9783
"Voutron, Madame de",Personne,P9784
Wincierll,Personne,P9808
Youf,Personne,P9812
Zacharie,Personne,P9815
"Acart, sieur",Personne,P7
"Achille, le frère",Personne,P10
"Affaneur, sieur, de Conteneuille",Personne,P20
Agoust,Personne,P22
"Agoust, sieur",Personne,P23
Alain,Personne,P28
Alaire,Personne,P30
Albert,Personne,P31
Allaire du Beignon,Personne,P48
"Amariton, madame",Personne,P73
Amiel,Personne,P81
Amiens,Personne,P82
Ance de Frise,Personne,P87
Andrieu,Personne,P91
"Appolinaire, le père",Personne,P109
Aramy,Personne,P112
Archambaud,Personne,P113
"Argenton, fils",Personne,P124
"Arger, alias Alger",Personne,P125
"Arnaud, le jeune",Personne,P137
Arnault,Personne,P142
Artur,Personne,P151
"Aubert de La Chesnaye, de Québec",Personne,P167
Aubon Jean,Personne,P175
Ausourd,Personne,P220
Avril,Personne,P236
"Baas, M. de",Personne,P242
"Babin de Raneville, sieur",Personne,P252
Babin des Forgeries,Personne,P253
"Babou, François",Personne,P257
Bachelier,Personne,P261
Bailleul,Personne,P273
Balliany,Personne,P288
Bance,Personne,P293
Barailh,Personne,P303
Barat,Personne,P309
Barnabau,Personne,P371
Baron de Laur,Personne,P375
Barraud,Personne,P384
Barrault,Personne,P387
Barret,Personne,P392
Basquin,Personne,P412
"Baubriand, sieur de",Personne,P430
"Baudrand, sieur de",Personne,P451
Baumefort,Personne,P464
"Baumefort, sieur de",Personne,P465
"Baumeny, les frères",Personne,P466
"Beauchamps, sieur de",Personne,P485
"Beauchesne, M. de",Personne,P489
"Beaugeay Legoux, sieur",Personne,P499
"Beauharnais, le chevalier de",Personne,P510
"Beaulieu, veuve de",Personne,P525
"Beauregard, sieur de",Personne,P550
Beccancourt,Personne,P576
"Beccancourt, sieur de",Personne,P578
Bécheron,Personne,P1497
Bécot,Personne,P1503
"Bégaud, Jean",Personne,P1506
"Bégnicourt, veuve",Personne,P1507
Bégon,Personne,P1508
"Bégon, l'intendant Michel (note page 322)",Personne,P1511
"Bégon, le chevalier",Personne,P1513
"Bélabre, marquis de",Personne,P1515
Béladon,Personne,P1516
Bélier,Personne,P1517
Bélin,Personne,P1519
Belladoux,Personne,P609
Bellamy,Personne,P611
"Bellefonds, sieur de",Personne,P622
"Belleville, sieur de",Personne,P629
Bellisle,Personne,P635
"Bellisle, M. de",Personne,P639
Bellivau,Personne,P641
"Belmont, M. de",Personne,P653
"Belmont, Mme de",Personne,P654
Benaudforest,Personne,P673
"Benet, veuve",Personne,P676
"Benoit, Elisabeth",Personne,P689
"Bény, sieur",Personne,P1525
"Bereil, sieur de",Personne,P696
Bergeret,Personne,P699
"Bernage, sieur de",Personne,P709
"Bernard, le père",Personne,P719
"Bernard, les demoiselles",Personne,P720
"Bernède, Pierre",Personne,P734
Bernessard,Personne,P726
Berquin,Personne,P736
Bertin ,Personne,P768
"Bertrand, Marie",Personne,P776
Béry,Personne,P1539
Besnard,Personne,P781
Betzebey,Personne,P794
"Bigotteau, sieur",Personne,P824
Bilbeau,Personne,P829
Billate,Personne,P830
Billaud,Personne,P831
"Billouin, Louis",Personne,P838
"Billy, sieur de",Personne,P842
Binet de Vaudremont,Personne,P849
Bion,Personne,P850
"Bion, Paul",Personne,P851
Bissonnière,Personne,P862
Blanchetière,Personne,P889
"Blénac, marquis de",Personne,P915
Blin,Personne,P899
Blot,Personne,P903
Bohier,Personne,P925
Bois de Villiers,Personne,P940
"Bois de Villiers, chevalier de",Personne,P941
Boishébert,Personne,P954
Boislève,Personne,P960
"Boispineau, sieur de",Personne,P973
"Boisrogue, M. de",Personne,P980
"Boisrond (de Saint-Léger de Boisrond), sieur de",Personne,P983
Boisseau de Ravelois,Personne,P992
"Boisseau, André",Personne,P993
"Boisval, sieur de",Personne,P1005
"Boizard, Lucien",Personne,P1010
"Bonnaventure, sieur de",Personne,P1042
"Bonne Amie, la nommée ",Personne,P1044
Bonneau,Personne,P1046
"Bonnegens, Charles de",Personne,P1055
Bonnemie,Personne,P1060
"Bonnemie, sieur de",Personne,P1062
"Bonnemort, sieur de",Personne,P1065
Bonneval,Personne,P1072
"Bonsecours, sieur de",Personne,P1083
"Bonsonge, sieur de",Personne,P1084
