unittitle,function
Micheau Jacques,Personne
Michel Augustin,Personne
Michel Louis,Personne
Milhau,Personne
Modey,Personne
Mollandon,Personne
Monbron Pierre,Personne
Monchiroux,Personne
 Mondrelois de,Personne
Mondrelois de,Personne
Monge,Personne
Monguy Pierre ,Personne
Montcham,Personne
Montexier,Personne
Montfort de Gaillarbois,Personne
Montigny de,Personne
Montlevrier,Personne
Montvert de,Personne
Morailleau François,Personne
Morand,Personne
"Morisson, Germain",Personne
"Morineau, Germain",Personne
"Mornet, Jacques",Personne
"Morpin, Jean",Personne
"Moulinet, Pierre",Personne
"Moussac, de",Personne
Moutet,Personne
Mullon Jean,Personne
Musino,Personne
Nadau François,Personne
Naudin ,Personne
Neveu Charles,Personne
Noé de,Personne
Nogard,Personne
Nolent d’Emauville de,Personne
Nolinos de,Personne
Normandin,Personne
Nouvant François,Personne
Odon des gouttes,Personne
Olivier de Vozain,Personne
Panat ,Personne
Pardieu de Berteville de,Personne
Parlan de,Personne
Patoizeau Jean,Personne
Pavan de,Personne
Payré,Personne
Peirecaud,Personne
Pelligneau,Personne
Penaud Jacques,Personne
Penaud Jean,Personne
Penotay Jean,Personne
Pensens,Personne
Perroteau de Grandchamp,Personne
Petiot Henry,Personne
Pezet,Personne
Philibert,Personne
Philibertt,Personne
Philipeaux,Personne
Pichaud Charles,Personne
Pictersz de Wilde Simon,Personne
Pimodan,Personne
Pinault René,Personne
Pineau Dom,Personne
Pineteau Pierre,Personne
Pinot de la Grillière,Personne
Pinsonneau François,Personne
Pinsonnière,Personne
Piot Jean,Personne
Piscot,Personne
Poitevin,Personne
Poitiers François,Personne
Pomiez,Personne
Pommier,Personne
Pons,Personne
Pont Paul de,Personne
Pontfarcy de,Personne
Portet Jean,Personne
"Poulain de Parnay, Antoine-Zacharie",Personne
Poupard Jean,Personne
Presteseille,Personne
Prigent Le Moal,Personne
Priou Pierre,Personne
Quierthon François,Personne
Queuchin,Personne
Raby François,Personne
Radouay ,Personne
Raimond Pierre,Personne
Raoult,Personne
Ratier,Personne
Raucourt,Personne
Réals de Borcal de,Personne
Régis du Roullet,Personne
Reingle Jean,Personne
Rémolat,Personne
Rémond,Personne
Renard Edme,Personne
Renne Etienne,Personne
Réquiston de,Personne
Resen,Personne
Ressous de,Personne
Reymond,Personne
Reynaud de la Soudrière,Personne
Ric-Harris,Personne
Rigaud de Vaudreuil,Personne
Riou Olivier,Personne
Roanez,Personne
Robécourt ,Personne
Robert ,Personne
Robert Jean,Personne
Robillard,Personne
Robin Marie,Personne
Rochebouet de,Personne
Rohan ,Personne
Rolle,Personne
Rondé,Personne
Romanet,Personne
Roquecave de,Personne
"Rousselle, Marguerite",Personne
"Roy, Charles",Personne
Royal,Personne
Ruis,Personne
Sabran,Personne
Safran-Baudinar ,Personne
Saillant de,Personne
Saint-André-Montméjan,Personne
Saint-Maimy de,Personne
Saint-Marcel de,Personne
Saint-Palais,Personne
Saint-Paupin Lignier de,Personne
Saint-Pierre de,Personne
Saint-Simon ,Personne
Saint-Vincent,Personne
Sainte-Hermine,Personne
Sale Pierre,Personne
Salgnac de,Personne
Sarret,Personne
Sarrot,Personne
Saulger de,Personne
Sauvage Philippe,Personne
Schaap Claas ,Personne
Schonherr Gabriel,Personne
Seel de,Personne
Seimart de Bellisle,Personne
Sérigny,Personne
Serraire,Personne
"Sicaud, André",Personne
"Sillon, Pierre",Personne
Simon,Personne
Simonde,Personne
"Soreau, Nicolas",Personne
Sormel de,Personne
Stapleton,Personne
"Stettler, Abraham",Personne
"Straus, Salomon",Personne
"Sullivan, Alexis",Personne
Surblé de,Personne
"Tabar, François",Personne
Tartel de Clermont,Personne
Taschereau,Personne
"Tasseau, Gervais",Personne
Taurins d’Aunat,Personne
Tauxier,Personne
Tessière ,Personne
Thiverny de,Personne
Thomas Matturin,Personne
Tixier Nicolas,Personne
Tournemine,Personne
Tourreville,Personne
Travers Hubert,Personne
Trédern,Personne
Trudaine,Personne
Turcat,Personne
Turles de,Personne
Valcourt,Personne
Valdegrave,Personne
Valentin,Personne
Vallet de Salignac,Personne
Valette M. de,Personne
Vaslin,Personne
"Vateau, Antoine",Personne
"Vauceleau, Pierre",Personne
"Vaudry, Loudin de",Personne
"Vazou, René",Personne
Veaumimars de,Personne
"Vedeau, François ",Personne
"Veret, François",Personne
Vergés de,Personne
Verguin,Personne
Vienne M. de,Personne
Viette de la Rivagerie,Personne
Vieuxchant de,Personne
"Vilbois, Simone",Personne
Villarzel de,Personne
Villefranche de ,Personne
Villeluisant de ,Personne
Villeneuve de,Personne
Villette madame de,Personne
Villevert ,Personne
"Villers, Fergeol de",Personne
Villiers  ,Personne
Villiers de l’Isle-Adam,Personne
Villiers-Fransure de,Personne
Voille ,Personne
Voland,Personne
Volivert Thomas,Personne
Volvire de,Personne
Vouillay de,Personne
Voutron,Personne
Vozain Olivier de,Personne
Alexis,Personne
"Alléaume, Alexis",Personne
"Ambois, François",Personne
"André, Pierre",Personne
"Armand, Jacques",Personne
Aubin,Personne
"Aubry, François",Personne
"Audinet, Jean",Personne
"Auger, Paul",Personne
Aumaitre,Personne
"Auvray, Jacques",Personne
Auzillon de la Sablonnière,Personne
"Azon, François",Personne
"Babaud, Pierre",Personne
"Babaud, veuve",Personne
"Bacheron, François",Personne
"Bagueneau, Louis",Personne
Ballet,Personne
"Bantigny, Jacques",Personne
"Barat, François",Personne
"Baraton, Pierre",Personne
"Barbe, François",Personne
"Barbe, Jacques",Personne
"Barbe, Jean",Personne
Barbien,Personne
"Barbin, femme",Personne
"Bardet, Antoine",Personne
Bardon,Personne
Barentin,Personne
"Barrailh, de",Personne
"Barreau, Philippe",Personne
"Bastard, Jean",Personne
"Bataillart, Didier",Personne
"Baudouin, Pierre",Personne
"Baudry, de",Personne
Baule,Personne
"Bavière, comte de",Personne
"Beaucourt, Jules",Personne
"Beaugezy, Etienne",Personne
"Beauharnais, de, madame",Personne
"Beauharnais, Marquis de",Personne
"Beaulieu-Thivas, de",Personne
"Beaumarchais, de",Personne
Beauregard de Mondélis,Personne
"Beauvais, de, fils",Personne
"Belingant, de",Personne
"Bellebrune, de",Personne
"Bellefontaine, de",Personne
Bellin,Personne
"Belliveau, de",Personne
"Belloquin, fils",Personne
"Belloquin, père",Personne
"Belugard, de",Personne
"Benneville, de",Personne
"Benoist, René",Personne
"Beringhen, dame",Personne
"Beringuier, Joseph",Personne
Berlière,Personne
"Bernard, Jacques",Personne
"Bernard, Pierre",Personne
"Bernard, Pierre, dis Bordelais",Personne
Bernoudy,Personne
"Bertaud, Pierre",Personne
"Bertaudry, Charles",Personne
"Bertaut, Jacques",Personne
Berteau,Personne
"Bertet, Joseph",Personne
"Berteville, de",Personne
"Berthelin, Jacques",Personne
"Berthelot, Jeanne",Personne
"Berthelot, Mathias",Personne
"Bertiquet, Dominique",Personne
"Bertrand, Antoine",Personne
Bestel,Personne
"Béthune, mademoiselle de",Personne
"Béthune, marquis de",Personne
"Bienville, de",Personne
"Bigot, de la Motte",Personne
Bijon,Personne
"Biraud, françois",Personne
Bitau,Personne
Blanchet,Personne
"Blanchet, Jean",Personne
Blanfort,Personne
"Blénac, monsieur de",Personne
"Bobé, Descloseaux",Personne
"Bodin, Louis",Personne
Boër de Saint-Léger,Personne
Boilève,Personne
Boinot,Personne
Boisdoré,Personne
"Boisfremy, Pierre-Simon",Personne
"Boispineau, de",Personne
Boisquet,Personne
Boisrond d'Orignac,Personne
"Boisrond, de",Personne
"Boissimen, chevalier de",Personne
"Bonin, François",Personne
"Bonnamy, Jacques",Personne
"Bonnaudeau, Jean",Personne
"Bonne, Michel",Personne
"Bonneteau, André",Personne
Bosse,Personne
Bottereau,Personne
Bouchaud,Personne
"Bouchet, Michel",Personne
"Bouchillon, fils",Personne
"Bouchillon, Mlle",Personne
"Bouet, Alexis",Personne
Bougeard,Personne
Boulleville-Orcher,Personne
"Bouquet, Jean",Personne
Bourasseau,Personne
"Bourgeois, Pierre",Personne
"Bourget, Louis",Personne
"Bourget, Pierre",Personne
"Bourget, Simon",Personne
Bouriau,Personne
"Boutin, antoine",Personne
"Boutinon, Roch, dit Belle fleur",Personne
"Bouttevillain, Nicolas-Savinien, dit Desmaretz",Personne
"Bouville, de",Personne
"Brandeau, Estter",Personne
"Brant, Henri",Personne
Bréart alias Bréard,Personne
Bréchard alias Bréchart,Personne
"Bréda, de",Personne
Brédeau,Personne
"Bréhan, de",Personne
Brémond alias Brémont,Personne
"Brétauville, Chevalier de",Personne
"Brétauville, de",Personne
"Breteuil, Marquis de",Personne
"Bréthé, J. Victor",Personne
"Briamand, Jean",Personne
"Briamant, Guillaume",Personne
"Brianceau, Demoiselle Angélique",Personne
"Brion, Vincent",Personne
Brisset,Personne
"Brochard, Jean",Personne
"Brochart, Michel",Personne
"Brossart, André",Personne
"Brossart, Pierre",Personne
"Brou, de",Personne
"Brouage, de alias Brouage",Personne
Broutin,Personne
Brugy,Personne
Brunet de la Roche,Personne
"Buffière, Pierre",Personne
"Buffon, M. de",Personne
"Bureau, Paul",Personne
"Cadeville, M. de",Personne
"Cailly, madame",Personne
"Calabrun, Isidore",Personne
"Calmeil, de",Personne
"Cambaud, Pierre",Personne
"Cambis, Comte de",Personne
"Camboulan, Chevalier de",Personne
"Cambourg, de",Personne
Caperon,Personne
"Caron de La Roche, M. a.",Personne
"Carrot, Vincent",Personne
"Cartier, Jean",Personne
"Cartron, François",Personne
Casalon,Personne
Castagnier alias castanier,Personne
"Castelconnel, Chevalier de",Personne
"Castillon, de",Personne
"Catelin, Isidore",Personne
"Caumont, Chevalier de",Personne
"Caumont, Pierre",Personne
"Caussin, dit Dubois",Personne
"Caux, de",Personne
Cazemajour,Personne
"Cerclé, Louis",Personne
"Cerné, veuve",Personne
"Chabot, de",Personne
"Chadouteau, Jacques",Personne
"Chala, Louis dit Déluge",Personne
Chalbois,Personne
"Champagne, Henry",Personne
"Champeure, Jacques dit La Chapelle",Personne
"Chancy, de",Personne
"Chantenay, de",Personne
"Chaon, de",Personne
"Charanville, de",Personne
"Charanville, de, fils",Personne
"Chardin, Jacques dit Bras-de-fer",Personne
Charest,Personne
"Charles, le Père Capucin",Personne
Charlet,Personne
Charlot de Granville,Personne
"Charpentier, Charles",Personne
"Charreau alias Chareau, Marguerite",Personne
"Chartier, Jean",Personne
"Chasseur, de",Personne
"Chassy, Moreau de",Personne
"Chastelus, de",Personne
"Chastenoye, de",Personne
"Chastulé, de",Personne
"Chataugué, de",Personne
"Chateauneuf, de",Personne
"Chateauneuf, Monsieur de",Personne
Chaudruc,Personne
"Chauveau, Elisabeth",Personne
Chauvereau,Personne
Chauvet du Breuil,Personne
Chauvin,Personne
"Chauvin, Jean",Personne
"Chavannes, de",Personne
"Chavigny, de",Personne
"Chaviteau, veuve",Personne
"Cherotel, Guillaume",Personne
Cheureau,Personne
Chevaleau,Personne
"Chevalier, Thomas",Personne
"Chevet, Jacques",Personne
Chevreau de la Davidière,Personne
"Chézac, de",Personne
"Chieuves, de alias Chieuvres",Personne
Choquain de Lessart,Personne
"Chotard, Marie",Personne
"Chotard, Nicolas",Personne
Claëssen,Personne
"Clairefontaine, de",Personne
Clairin-Deslauriers,Personne
Clairton,Personne
Clancy,Personne
"Clare, comte de",Personne
Claudefort,Personne
Claveau,Personne
Clerton,Personne
"Coeffier, François",Personne
Cohadon,Personne
Coindreau,Personne
Colesson de Villeneuve,Personne
"Colin, Jean",Personne
"Combes, l'abbé de",Personne
"Combourt, de",Personne
"Combre, de",Personne
"Commiré, Nicolas",Personne
Confoulant,Personne
"Conteneuil, de",Personne
"Conty, Princesse de",Personne
"Corbiers, de",Personne
Corcial,Personne
"Cordier, Gabriel",Personne
Cornette,Personne
"Cosse, Bernard",Personne
Cottard,Personne
"Coulange, de",Personne
"Coulomme, de",Personne
"Counidat, Jean",Personne
"Courbon, de",Personne
"Courbon-Blénac, de",Personne
"Courcier, Jean",Personne
Courtain,Personne
Courtin du Plessis,Personne
"Cousage, de",Personne
Coustard,Personne
Coutteau,Personne
"Couturier, l'abbé",Personne
"Cremont, de",Personne
"Crézol, de",Personne
Crochet,Personne
Cubec,Personne
"Culant, M. de",Personne
D'Albon alias D'Albond,Personne
Daitz de Polyé,Personne
D'Angervilliers,Personne
Daleret,Personne
Daloüe alias Daloux,Personne
Dancel,Personne
Dané,Personne
Dangé,Personne
Dangirard,Personne
Danguindau,Personne
"Daniaud, Charles",Personne
"D'Angony, Marquis",Personne
"D'Anqueville, Chevalier",Personne
"D'Antin, Marquis",Personne
Dannezay,Personne
Dano,Personne
D'Archambaut,Personne
"D'Asfeld, Maréchal",Personne
Darnaud,Personne
D'Aubigny,Personne
D'aubigny,Personne
Daugé,Personne
"Daugeard, le Président",Personne
Daviaud,Personne
"David, Gabriel",Personne
Declieu,Personne
"Delacombe, l'abbé",Personne
Delacorne,Personne
"Delamer, fils",Personne
"Delamer, père",Personne
"Delas de Ravetto, Michel",Personne
Delasalle-Desgouttes,Personne
De L'Isle-Beauchêne,Personne
"De L'Isle, Laurent",Personne
"Delbrouque, Lynace",Personne
"Delouche, François",Personne
D'Erchigny,Personne
D'Erneville,Personne
Desanclaves,Personne
Desauniers,Personne
"Deschevaux, André",Personne
Desclozeaux,Personne
Descouraux,Personne
Descoyeux de Fouras,Personne
"Descoyeux, madame",Personne
Des Herbiers de l'Etanduère,Personne
"Desgouttes-Lasalle, Marquis",Personne
"Desgouttes, Comte",Personne
Deslongchamps,Personne
D'Esprémenil,Personne
"D'Hays, Jean",Personne
Després,Personne
Desrozes alias Des Roses,Personne
Devaux de La Martinière,Personne
Diedrich,Personne
"Dières, fils",Personne
"Dières, père",Personne
D'Irumberry,Personne
"Dizé, François alias Dizay",Personne
"Dizé, Pierre",Personne
"Do, Chevalier",Personne
D'Orgeville,Personne
"D'Orgeville, Madame",Personne
"D'Orgon, Chevalier",Personne
D'Ortubie-Fagosse,Personne
Domengé,Personne
"Dorigné, Pierre",Personne
"D'Orvilliers, l'aîné",Personne
Doumerc,Personne
Doussin,Personne
"Douteau, Pierre dit La Giroflée",Personne
Doyal,Personne
"Dozigny, Chevalier",Personne
"Drouin, Jean-Charles",Personne
Dubas,Personne
Dubois de Maguillé,Personne
Duboullay,Personne
Dubreuilh,Personne
"Du Cruiset, Marquis de Richerand",Personne
Dubuelay,Personne
"Ducroc, Jean dit Chevalier",Personne
"Dufay, Etienne-Philippe",Personne
Dugemeau de Ville,Personne
"Dujol, frères",Personne
Dulinois,Personne
Dumesnil-Norey,Personne
Dumolin,Personne
Duparquet,Personne
"Dupassage, Chevalier",Personne
Dupayré alias Du Peyré et Du Péré,Personne
"Duplessis, Fabert",Personne
"Duplessis, Mesquin",Personne
Duponcel,Personne
"Dupont, Jean",Personne
"Dupuy, feu",Personne
"Dupuy, Gombert",Personne
Duquesnel,Personne
"Durand, Joseph",Personne
Durieux,Personne
Duroy,Personne
Dussaux alias de Saux,Personne
Dussein,Personne
Duteillou,Personne
"Duval, Louise",Personne
"Duverbois, sieurs",Personne
"Emonnet, Etienne",Personne
Encker,Personne
Enecker,Personne
Eno,Personne
Euecher,Personne
"Fabvre, Pierre",Personne
Falourd,Personne
"Faucheux, J.B.",Personne
"Faure, Denis",Personne
"Faure, Pierre",Personne
Faurez,Personne
"Favard, Pierre",Personne
"Fayet, de",Personne
"Febvre, Germain",Personne
"Ferrary, de",Personne
Ferrière,Personne
"Février, Jean",Personne
Fichon,Personne
Filloux,Personne
Finion,Personne
Fiou,Personne
"Fleuret, Pierre",Personne
"Fleury, Etienne",Personne
"Fontais, de",Personne
"Fontriveau, de",Personne
"Forant, de",Personne
Forcet,Personne
"Forget, Pierre",Personne
"Fort, Claude",Personne
Foucaut,Personne
"Foucquet, de",Personne
Fouquet de Bouchefolière,Personne
"Fouquet, Chevalier",Personne
Fourcroy,Personne
"Fourment, de",Personne
Fournier,Personne
Fourques,Personne
Fourré,Personne
"Fradin, Jean",Personne
"Fradin, Veuve",Personne
"Fragniaud, François",Personne
"Framery, Jacques",Personne
Francesqui,Personne
"François, Joseph",Personne
Francy,Personne
Franssure de Villiers,Personne
"Fremery, Jacques",Personne
Froger de la Rigaudière,Personne
"Frouain, Madeleine",Personne
"Gabaret, de",Personne
"Gabilleux, Gilles",Personne
Gaborit,Personne
"Gabory, Jacques",Personne
"Gaillard, Jean dit La Violette",Personne
"Gallé, Jacques-Barthélemy",Personne
Gallet de Beauchêne,Personne
"Galliet, Pierre",Personne
Gallois,Personne
"Gallot, Louis",Personne
"Gamot, Louis",Personne
Gannat,Personne
"Garat, Pierre",Personne
Garceau,Personne
"Garnier, André",Personne
"Garnier, Jean-Baptiste",Personne
Gatumeau alias Gastumeau,Personne
"Gaucourt, de",Personne
"Gaulié, Catherine",Personne
"Gauthier, Jean",Personne
"Gautier, Catherine",Personne
Gautreau,Personne
"Gauville, de",Personne
"Gauvin, la nommée",Personne
"Gaybonnet, Jean",Personne
"Gelineau, André",Personne
Gendrier du Monceau,Personne
"Geneté, de",Personne
"Genioux, François",Personne
"Gennes, Comte de",Personne
Gerbé,Personne
"Geron, Nicolas",Personne
"Gersaint, Edine Gabriel",Personne
Gervais,Personne
"Gilbert, demoiselle",Personne
"Girard, Joseph",Personne
"Giraud, Jean",Personne
"Giraud, René",Personne
"Gisneard, dit benoît",Personne
"Givry, Hilaire",Personne
"Glapion, Chevalier de",Personne
"Glapion, de",Personne
Glatigné-Delaval,Personne
Godard,Personne
"Godefroy, François",Personne
"Goguin, Louis",Personne
"Goison, feu",Personne
Golocheau,Personne
Goossens,Personne
"Goron, François",Personne
Goual-Hervant,Personne
"Goués, Renaud",Personne
"Gouignon, Jean",Personne
Gouineau,Personne
Goulliart,Personne
Gourau de la Blanchardière alias Gouraud,Personne
Grandidier,Personne
"Grandmaison, de",Personne
Granet,Personne
"Granville, de",Personne
"Graslée, de Ribéroux",Personne
"Grégoire, François",Personne
"Grellier, François Richard",Personne
"Grenier, alexandre",Personne
Greslier de Concise,Personne
"Griffon, Dame",Personne
"Grosleau, Jean",Personne
Gruer,Personne
Gua de Villeperouse,Personne
"Guébriant, de",Personne
"Guerdon, Demoiselle",Personne
"Guérin, Louis",Personne
Guerinet,Personne
Guery,Personne
"Guichard, Mathurin dit la Plante",Personne
"Guichen, de",Personne
Guillard,Personne
Guillory,Personne
"Guillot, le jeune",Personne
"Guillotin, Bon Claude",Personne
"Guillou, Nicolas dit Parisien",Personne
Guimont alias Guymont,Personne
"Guionnet, Jean",Personne
"Guivos, de",Personne
"Guyon, Charles",Personne
"Guyonnet, Jean dit l'Epine",Personne
Hamart,Personne
Harel,Personne
Harmange,Personne
Harpin de la Gautrais,Personne
"Harvet de Luzet, Louis",Personne
"Hautefaud, demoiselle",Personne
"Hèbre, l'aîné",Personne
"Hèbre, le jeune",Personne
"Heller, Martin",Personne
"Henry, Honoré",Personne
Herbin,Personne
Hermitte,Personne
Hernault,Personne
"Herody, François",Personne
Houdin de Vaudry,Personne
Houlbec,Personne
"Hubert, Jean",Personne
Jacard,Personne
"Jacques, Baptiste",Personne
"Jameau, Pierre",Personne
Jars,Personne
"Jobleau, Pierre",Personne
"Jorna, de",Personne
"Jorry, Pierre",Personne
Joseph,Personne
"Josselin, Veuve",Personne
"Journier, Philippe",Personne
Jousseau de Merport,Personne
"Jouvenon, Charles",Personne
"Jude, Nicolas",Personne
"Jussieu, M. de",Personne
"Karrer, Chevalier de",Personne
"Kerloret, Chevalier de",Personne
"Keroulas, Chevalier de",Personne
"Kersalaun, de",Personne
"Labenaroaye, de",Personne
"Labesge, de",Personne
"Laborde, de",Personne
"Laborde, Jean",Personne
"Lacarte, de",Personne
Lacombe,Personne
"Lacosme, de",Personne
Lacouronne,Personne
"Lacourtaudière, de",Personne
"Lacroix, Théodore de",Personne
"Lafalconnière, de",Personne
"Lafargue, François, dit Bel air",Personne
"Lafaucherie, de",Personne
"Lafeuillade, de",Personne
"Lafitau, le R.P.",Personne
"Lafossinguant, Trbulet de",Personne
"Lagalernerie, de",Personne
"Lagautrais, Chevalier de",Personne
"Lagrange, de",Personne
"L'Aiguille, de",Personne
"Laguinzière, Guillaume de",Personne
"lahaye d'Anglement, de",Personne
"Lajard, de",Personne
"Lajard, Demoiselle de",Personne
"Lajonquière, de",Personne
Lalande-Magon,Personne
Laluzerne,Personne
Lamaison,Personne
"Lamaison, Jean",Personne
"Lamarre, veuve",Personne
Lamartinière,Personne
"Lamartinière, de",Personne
"Lamasse, Jean",Personne
"Lamaud, Pierre",Personne
"Lambert, Jacques",Personne
"Lambertye, M. de",Personne
Lamiche,Personne
"Lamirande, Mme de",Personne
"Lamont, chevalier de",Personne
"Lamontagne, la nommée",Personne
"Lamothe, de",Personne
"Lamoussière, de",Personne
Landré,Personne
"Laneuville, le Père de",Personne
"Langerie, de",Personne
"Langevinière, de",Personne
Langloix,Personne
"Lantagnac, de",Personne
"Lapeyronie, de",Personne
"Lapigeonnière, de",Personne
"Lapommeraye, de",Personne
"Laporte, de",Personne
"Laramisse, de",Personne
"Large, Jacques",Personne
"Larichardière, de",Personne
"Larivière, Monseigneur de",Personne
"Larnage, de",Personne
"Larochalar, de",Personne
"Laroutière, de",Personne
"Lartigue, Jean",Personne
"Larue, François Christophe de",Personne
"Lasabonnière, de",Personne
Lasalle-Desgouttes,Personne
"Lasalvère, de",Personne
"Lasausaye, de",Personne
"Lasausaye, Mme de",Personne
"Lasoulière, de",Personne
"Lasourdière, de",Personne
"Latouche-Beauregard, Monseigneur de",Personne
"Latouche-Longpré, de",Personne
"Latouche-Tréville, de",Personne
"Latouche, de",Personne
"Latournerie, de",Personne
"Latraverse, de",Personne
"Latrémoille, Duc de",Personne
"Latroillière, de",Personne
"Latuillerie, de",Personne
"Laumel, de",Personne
"Laumoys, chevalier de",Personne
"Launay, Chevalier de",Personne
"Launay, de",Personne
"Laune, Robert de",Personne
"Laurent de l'Ile, Jean",Personne
"Laval, Comte de",Personne
"Laval, Mathieu",Personne
"Laville, Jean",Personne
Lay de Serizy,Personne
"Leboissier, Jean",Personne
Leborgne,Personne
"Leclerc, J.B. dit la Rose",Personne
Lecocq,Personne
"Leduc, Louis",Personne
Lefebvre de Maurepas,Personne
"Lefèvre, Louis",Personne
"Lefrançois, Guillaume",Personne
"L’Église, sieurs de",Personne
"Léger, François",Personne
"Leloup, Dame Pélagie",Personne
"Lemaitre, Sébastien",Personne
Lemangin,Personne
Lemeur,Personne
Lepot,Personne
"L'Escossais, de",Personne
"L'Espagnol, Guillaume",Personne
"L'Etanduère, M. Des Herbiers de",Personne
Leroy de Bazemont,Personne
"Lescours, Chevalier de",Personne
Lesormel,Personne
"L'Etanduère, de",Personne
L'Etang de Léry,Personne
"L'Etang, Chevalier de",Personne
Levassor,Personne
"Levaux, Nicolas",Personne
"Lezec, Nicolas",Personne
"L'Illeau, de",Personne
"Lignier, de",Personne
"Limouzin, veuve",Personne
"Linois, de",Personne
"Lioney, frères",Personne
"Loire, de",Personne
"Longchamps, de",Personne
Longueil de Trouan,Personne
"Longueval, de",Personne
"Longueville, de",Personne
"Louboëy, Chevalier de",Personne
Loupiau,Personne
"Lozeau, Pierre",Personne
"Lucas, Pierre",Personne
"Lugny, de",Personne
"Luneau, Pierre",Personne
"Lusignan, M. de",Personne
"Macarty, de",Personne
"Macnemara, de",Personne
Mahuet,Personne
"Mahury, de",Personne
Maillart,Personne
Maillart de la Motte,Personne
"Maillé, Chevalier de",Personne
"Mairé, M. de",Personne
"Maizière de Maisoncelle, de",Personne
Mallerant,Personne
"Malves, de",Personne
Mamiel,Personne
Mangin,Personne
Manguet de Mézières,Personne
Marcelin,Personne
Marchal,Personne
Mareil,Personne
Marguerin,Personne
Marigny de Mandeville,Personne
"Marlot, Pierre dit Duchesne",Personne
Marot,Personne
Marpon,Personne
"Marquet, Maurice",Personne
"Marsan, abbé de",Personne
Marsaud,Personne
"Marthon, de",Personne
"Martin, basile",Personne
"Martin, Clément",Personne
"Massiac, de",Personne
"Massip, Chevalier de",Personne
"Masson, veuve",Personne
"Mathias, le Père",Personne
Mathy,Personne
"Matignon, Comte de",Personne
"Maucler, Demoiselle de",Personne
Maucler de Marconnay,Personne
"Maucler, de",Personne
Mauguet de Mezières,Personne
Maugys,Personne
"Maupoint, de",Personne
"Maurat, veuve",Personne
"Maurepas, Comte de",Personne
Maurin,Personne
"Maurville, Madame Bidé de",Personne
Mayaud,Personne
Mayeux de Lormaison,Personne
"Maynon, Madame",Personne
"Mehée de Mollidan, Madame",Personne
Mellerand,Personne
Mendès,Personne
Mendron,Personne
Mercereau,Personne
"Méré, de",Personne
Méric,Personne
"Mesnier, Geneviève et Marie",Personne
Mestayer,Personne
"Metay, Jean dit la Rivière",Personne
"Michaux, Pierre",Personne
Millain alias Milain,Personne
Mithon de Senneville,Personne
"Mithon de Senneville, fils",Personne
Moellien,Personne
"Moisset, de",Personne
Molina,Personne
"Molinier, André",Personne
Molle et Ouvrard,Personne
"Monclers, de",Personne
"Moncroc, de",Personne
"Mondion, de",Personne
"Monge, antoine",Personne
Montaigu,Personne
"Montauban, Princesse de",Personne
"Montis, de",Personne
"Montlaur, de",Personne
"Monty, Marquis de",Personne
"Morain, Jacques",Personne
Moreau de Chassy,Personne
"Moreau, René",Personne
"Morin, Michel",Personne
"Morizot, Etienne",Personne
"Morogues, de",Personne
"Morquen, François",Personne
"Morville, de",Personne
"Motilet, Marie",Personne
Moulinier,Personne
"Mousset, Jean",Personne
"Musereau, Pierre alias Muzereau",Personne
"Nadeau, gabriel",Personne
"Nadeau, Jules",Personne
"Naigeon, Gaspard",Personne
Narjot,Personne
Nauroy,Personne
Neuville de Vandenesse,Personne
Nevière,Personne
"Neyer, Théodore",Personne
Nishac,Personne
"Nolivos, de",Personne
"Nonan, Julien",Personne
"Norey, de",Personne
"Normandin, Jacques ",Personne
Nouailles d’ Aymé de,Personne
"Noyan, de ",Personne
Nugué,Personne
"Obertière, Pierre",Personne
"Ocqueteau, Simon",Personne
Ollivier dit Olivier,Personne
"Orceau, Etienne – Michel",Personne
Ouvrard,Personne
"Palet, sœurs",Personne
"Palmes, de",Personne
"Palvau, Comte de",Personne
Panetier,Personne
"Parabère, de ",Personne
"Paradis, de",Personne
"Parcot, Pierre",Personne
"Pardaillan, de",Personne
"Pardieu, de Berteville, Chevalier de",Personne
"Paris, de",Personne
"Pascaud, François",Personne
"Patris, Jean",Personne
"Payan, de",Personne
Pechary,Personne
"Perdrier, Julien",Personne
Périer de Salvert,Personne
"Pernet, Julienne",Personne
"Perochon, Jacques",Personne
Perot alias Perrot,Personne
"Pellegrain dit  Pelgrain, Pelegrin",Personne
Pellissier,Personne
Pelluchon des Touches ,Personne
"Pelluchon, Alexis",Personne
"Penaud, Jean",Personne
"Pepinet, de ",Personne
"Perrin, Michel",Personne
Perrinet alias Perinet,Personne
"Persy, le Commandeur de",Personne
"Petit, Pierre dit Bel air",Personne
"Petit, Pierre- François",Personne
"Petit, Simon",Personne
Petitbois,Personne
Peyrard,Personne
"Phelippon, Pierre",Personne
Phily,Personne
"Philypes, Demoiselle",Personne
"Piau, Isabelle",Personne
"Pierre, de Hargues",Personne
"Pigeon, Antoine",Personne
"Pignon, Claude",Personne
Pillat,Personne
"Pineau, Pierre",Personne
"Plat, Pierre dit Calame",Personne
"Poilly, de",Personne
Poiroux,Personne
"Polignac, de",Personne
Pomet,Personne
Pomier,Personne
"Pommeray, Jean",Personne
"Pompadour, Mr de ",Personne
"Pontchartrain, Comte de ",Personne
"Portais, Léonard",Personne
Portemont,Personne
Potin,Personne
"Potiron, Honoré ",Personne
"Poullet, Marie",Personne
Poupard,Personne
Pradel,Personne
"Praslin, Marquis de",Personne
"Préménil, de ",Personne
"Prieur, le Père",Personne
