unittitle
"Deschamps, Étienne, dit La Feuillade"
Descoux
Disson (alias : D’Isson)
"Drouillard, Guillaume"
Duchassy (alias : de Chassy)
"Duchesse de Noailles, la frégate la"
"Dugué, Madeleine-Estelle"
"Duvaux, Pierre"
"Duvivier, dame"
Edme
"Estave, Charles"
Falaise
"Félix, le carme"
"Flamarens, de (alias : Flammarens)"
"Flament, frères (alias : Flamein, Flamen)"
"Folleville, de"
"Fontenay-Montreuil, de"
"France, Marie"
Gabaret de L’Hérondière
"Gabaret, chevalier de"
"Garnier, Étienne"
"Gennot, Pierre"
"Germain, Claude"
"Geslain, fils"
Gevel
Goron
Gournay
Goussaive
"Grandval, de (alias : Grandvil)"
Grasset
Grassin
"Grue, la gabarre la"
Guerroard
"Guillot, Jean, dit Saint-Hilaire"
"Héron, veuve"
Jolly des Mattes
"Jouart, dame"
Joulain
Jouneau (voir : Joueau)
"Jubien, Philippe"
"Labiche de Reignefort, sieur de"
"Lacroix, demoiselle de"
"Ladurantaye, chevalier de"
"Lafargue, Jean"
"Laforest, dame"
"Lafuye, de"
Laigle
"Laméraudière, de"
"Lamorlière-Froment, de"
"Lamorlière, de"
"Laperelle, de"
"Larenaudière, de"
"Latour-Gallois, de"
"Law, Guillaume"
Lazerat
Lebon
Lecler
Lenormand
Libaut
"Logivière, mademoiselle Landouillette de"
"Longueuil, M. de"
"Louvergny, Moüet de"
"Machault, de"
"Marchand, Étienne"
Marchangy
"Marcillay, Jean"
"Maréchal d'Estrées, le vaisseau le"
"Maréchal, Joseph"
Masongne
"Masson, Pierre"
"Matis, dame"
"Missonnier, Esprit"
Moneté
Monségur
"Monsy, de"
"Montargis, Jean"
"Monteclair, de"
"Nanclars, de"
Paillot
Pardaillan
"Pascaud, Veuve"
Peraut
Perraudeau
"Petit, Marie-Thérèse"
"Petitpas, François"
"Pitard, David"
"Planton, veuve"
"Pontchartrain, comte de "
"Ponthieu, de"
Pouvert
"Putigny, de"
"Remonville, de"
"Ressons, de"
Rocaud de la Boissière
"Roger, Léonard"
"Roi Salomon, le navire le"
"Rostan, Henri de"
Roujon
Roullau
"Rozemont, de"
"Saint-Denis, de"
Saint-Léger d'Espanne
"Saint-Philippe, le navire le"
"Saint-Villiers, de"
"Sainte-Terre, de"
Sane
"Saône, la flûte la"
Seirurget
"Selle, de"
"Simonet, dit La Tulipe"
Simonin
Sonolet de la Crestinière
Sulpont
Tamagou
Tardonneau
Tellier
"Terneyre, de"
Touchot
Tribandet
Tripot
Valade
Van Berkem
Vandril-Lefef
"Abbé de Roque-Epine, L’"
"Alliot, Mathieu"
Amelotte
"Amiel, Pierre"
"Angélique, le navire l'"
"Aquilon, navire l'"
"Arnould, Jean"
Augeran (alias Angerant)
Auriou
Autin
"Banville, sieur de "
"Bardet, Simon"
"Bardou, Jean"
"Barret, Pierre"
"Bartet, Jean"
"Bataillard, Didier"
"Batard, Jean"
Beaufils
"Bertaud, Pierre, dit La Bretêche"
"Berthelot, Joseph"
Bescheron
"Besson, François"
"Biber, Pierre"
"Bidon, François"
"Bodin, François"
Boisrond d’Orignac
Boucherville
"Bouillon, Charles"
"Bourbon, duc de"
Bourguignon
"Brandé, Louise"
"Breteuil, M. de"
"Brian, Pierre"
Brochant (alias : Brochand)
"Brouillan, J. Fr. [Jean-François]"
"Buisson-Dupuy, Jacques"
Buret
"Buri, François"
"Campredon, M. de"
"Carey, Jacques et Joseph de"
"Caron, François"
"Chabannes, de"
Chanut
"Chardonnet, Pierre"
"Charitte, Mme de"
Chemineau
Cheneau (alias : Chesneau)
"Cheureux, Michel"
"Clerton, Jean (alias : Clertou)"
"Coigny, sieur de"
"Commerce, pêche"
"Corroyer, Pierre, dit La Jeunesse (alias : Courroyer)"
"Coudun, Jacques de"
"Courbon, sieur de"
"Courrieu, Antoine"
"Crapado, sieur de"
"Cresnay, chevalier de "
"Curon, François, dit Lacroix"
"D’Asfeld, marquis"
D’Auvergne
D’Hailleville
D’Hallweil
D’Iberville
Dabbadie
Damour de Chaufours
Dastour
"Dauphine, le navire la"
"Degouttin, veuve"
"Delaunay, Jacques"
"Delaunay, sieur"
"Delbac, Jacques"
Des Bordes
"Desbans, Jean"
"Desfourneaux, Jean"
Desgly
Desgodinières-Chassinat
"Dryade, le vaisseau la"
"Dubois, le cardinal"
Dubreuil (voir : Chauvet du Breuil)
Duflot
Dumas de Cestrière
Durand-Beauval
Dusaux
"Eclatant, le vaisseau l'"
"Emery, Marianne"
Emmanuel
"Étienne, Louis"
Etoile d'Orient
Farnoux
Ferchaud (alias : Ferchaux)
"Ferrand, dit Saint-Denis"
"Fillon, Jean"
"Flot, Mathurin"
"Fontanieu, de"
"Fouras, de (voir : d’Escoyeux-Fouras)"
Fouré
"Fourneau, Jacques (alias : Du Fourneau)"
"Fournier, Pierre, dit Dupré"
"Fremont, Marie"
"Gabory, Jean"
"Garceau, Auguste"
Gardy
Gasquet
"Gast, M. de"
Gaulin (alias : Gaulm)
"Gibaude, Élisabeth"
"Gilbert, David"
"Giraud, Louis"
Giret
Gotteville-Bellisle
"Goulet, Martin, dit Saint-Martin"
"Goutin, de"
"Gouyon, chevalier de"
"Grand Duc du Maine, le vaisseau le"
"Grimault, Jacques"
Grunevald
Guindré
"Guiton, Jean (alias : Guitton)"
"Hérard, Charles et son fils"
"Jacob, Charles, dit La Forêt"
"Jolivet, Thomas"
"Kercariou, Jean"
"Lablandinière, chevalier de"
"Labruère, sieur de"
Laclocheterie
"Lacoste, demoiselle de"
"Lacrétinière, de"
"Lacroix d’Antheville, sieur de"
"Lacroix-Imbert, sieur de"
"Lagranderie, de"
"Lagrandière, de"
"Lagrange, Bernard de"
"Lajavelière, de"
"Lamothe, Geneviève"
"Largenterie, de"
"Laronce, M. de"
"Lasuze, de"
"Latarrière, Philippe"
"Lavillemopty-Gigeon, de"
"Lebelec (alias Le Bellée, Claudine)"
Ledemandé
"Lefel, Pierre"
"Lehomme, Martin, dit Goulet"
Lehous
"Lejeune, André"
"Lemasson, Jacques, dit Lafonds"
"Léonard, le père récollet"
"Lepinois, Thomas"
Lescuriel
Leureau (alias : Leuraut)
"Levesque, Clément"
Libert de Volsters de Siohelm
Louray
"Lucazeau, Ch. [Charles]"
"Machicot, Michel"
"Mahony, Germain"
Mairat
Malaval
Mandel
Marain
Marenne (alias : Maraine)
"Mariet, François"
"Marot, Jean, dit Saintonge"
"Martel, de"
"Mathieu, Joseph"
"Mathieu, M. de"
"Mauclerc, dame"
"Mauran, Antoine"
"Méré, Broissin de"
Merveilleux
"Meschin, de"
"Milon, Étienne"
"Minaud, Jean"
"Moisnet, André"
"Montaut, Simon"
"Montholon, de"
"Montpesat, de"
"Moringeau, Dominique"
"Morville, comte de  "
Murat de La Brouste
"Naurois, M. de"
"Orléans, duc d’"
"Panier, Alexis"
"Parfaite, la frégate la"
"Peluchon, Jean"
"Penicault, monsieur de"
"Périnet, Jacques"
"Persillet, Pierre"
Petit-Maubert
Pilan
"Pinçon, Pierre dit Tourangeau"
Pommerais
Portrait
"Prudhomme, Guy dit Poitevin"
Raimbault
Raimond
Raulin
"Réals-Boscal, de"
"Renaud, Jeanne"
"Revery, de"
"Richard, Marie"
"Rignalson, Nicolas"
"Rochambeau, de"
"Rondeau, veuve"
"Roquelaure, duchesse de"
"Rossel, de"
"Rumont,  frères de"
"Sabran-Darian, de"
Sagerat
"Saint-Aubin, l’abbé de"
"Saint-Surin de Mortagne, de"
"Sainte-Geniève, le navire la"
"Sallet, Jean"
Sartre
Sazerac
"Seuré, Louis"
Siclet
Souriceau
"Tallard, Maréchal de"
Thirat-Fiegalet
Tuiller
Vaissière
"Vassal, Pierre"
Vassé
"Vattan, commandeur de"
"Veguiaud, Isaac"
Verdalles
"Verdon, le"
"Vigo, baie de"
"Alberolle, Vincent"
"Alliot, François"
"Alliot, Jean"
"Alouette, la gabarre l'"
"Amand, Jacques"
"Amiot, Pierre"
"Angers, Louis"
"Arlin, César"
"Asseline, Mathieu"
Auconeuf
Audard
Audière
"Auvinet, Pierre"
"Babin, Jean"
"Barcanon, Pierre"
"Bariteau, Michel"
"Barré, Claude"
Bayeux
Beaumont-Pailly
"Begaud, Louis"
Bégon de La Perrine
Belle
Beneche de Solon
Benoist de La Féraudié
"Bernard, Théodore"
"Bernicot, Honoré"
"Berny, de"
Berron
"Bertrand, Pierre, dit La Bretesche"
"Bety, baron Fr. Ant. [François-Antoine] de (alias : Betty)"
"Blénac, Madame de"
"Boismorant, sieur de"
"Boispinault, de (alias : Boispineau)"
"Boisseleau, Louis"
"Bontemps, Jacques"
"Boucher, Elie"
Bouquet
Boureau
Brémond d’Ars
"Breslay, M. de"
"Briconnet, chevalier de"
Brillard
"Bugnet, Christophe"
"Buirette, Claude"
"Butler, Jean"
Buzare-Langoet
"Cabanac, Pierre"
"Cadouche, Paul"
"Cailly, Joseph"
"Calmeilh, sieur de"
"Cambacérès, sieur de"
"Campet, sieur de"
Candau (alias : Candeau)
"Caradeux, Antoine"
"Carreau, Guillaume"
Castel
"Causse, Jean"
"Cazeneuve, Michel de"
"Chabot, chevalier"
"Champerny, Hugues de (cf. Hocquart)"
"Charlot, Jean"
"Charmail, sieur de"
"Chasseriau, Jacques"
Chatelain (Castellani)
"Chauveau, Christophe"
"Chavigneau, Jean"
"Chef, André"
Chevalier (alias : Chevallier)
"Chezac, chevalier de"
"Clergeau, Étienne"
Cloche de La Malmaison
"Cnecker, Antoine"
"Coetlogon, chevalier de"
Cogny de Lauré
"Constant, Jean"
"Cordier, Jean"
"Cosson, Jean"
Couchot
Courbon-Saint-Léger
"Courseule, M. de"
"Couserans (Conserans), l’évêque de"
"D’Arquian, comte"
D’Escoyeux
D’Estanchaux
"D’Halliol, baron"
"D’O, marquis"
D’Urtubie-Fagone
"Dallebar, Jacques"
"Dardineau, François, dit La Rigueur"
Daubigny
"Dayer, sieur"
Dechastenoye
"Delaforêt, N. Étienne"
Demeré
"Derives, Jean"
"Deschapelles-Putro, sieur"
Desclouzeaux
"Desgouttes, marquis"
"Desmarets, Jean (alias : Desmarais)"
"Desrives, Jean"
"Desvaux, Marie-Anne"
Desvieux
Dozens
"Dubellay, marquise"
"Dubreuilh, Pierre"
"Duc de Bourbon, le vaisseau le"
Dudreneck
Duhaut
Duhoullay
"Dumont, Antoine"
"Dumont, Christophe"
Duparc-Darchiac
"Dupassage, l’aîné"
"Dupassage, le cadet"
Dupérier
"Dupont de Villienne, P. Fr. [François]"
"Duquesne, comte"
"Durand, Charles"
Dutrémie
Duvignaux
"Elisabeth, la frégate de 64 canons l'"
"Eston, Jean, dit La Martinière"
"Even, François"
Evenou de Boisgenas
"Fallaire, de"
"Farseau, Louis"
Faures
Favrier
"Flamein, frères"
"Fleurac, de"
"Fondrivaux, de"
"Fortin, François"
"Fouretier, François"
"François, Alexis"
Franconis de Saint-Loup
"Froget, Denis"
Frottier de Perais
"Gabaret, Pierre"
"Gaillarde, la chaloupe la"
"Gallet, Louis, dit La Prévotière"
"Gaudia, Pierre"
Gaunier
"Genner, Nicolas"
Geslin
"Gignioux, Pierre"
"Gillet, Charles"
Ginoux
"Girard, Jeanne"
"Girouard, Joseph"
"Godin, Aubin"
"Goldery, Robert"
"Gouasnon, Filles"
"Grimaud, Jacques"
Grolier (alias : Grollier)
Guédon
Guérineau
"Guéroux, Charles (alias : Guéroult)"
"Guesnard, Pierre"
Guillermet
Guillernut
Guillet
"Guinée, Jean"
"Guiot, René"
Guy
"Halvil, Jean"
Halzel
"Hérissé, Jean"
"Hiver, Henry, dit Desriziers"
"Hofstetter, J.J."
Huet-Vendosme
"Jacquelin, Pierre"
"Jean, René"
"Joly, Elie"
"Jossié, Pierre, dit Chevalier (alias : Jossier)"
Jouquet
"Joussemet, René"
"Karrer, Louis-Ignace"
"L’Espérance, baron Léopold Eberhard de Montbéliard"
"Laballe, François"
"Lacand, Louis"
"Lachaume, Jean-Nicole"
"Lacombe, de"
"Lacoquerie-Baron, de"
"Lacoud, Louis"
"Lacoursière, de"
"Lacroix, chevalier de"
"Lafitte de Lieste, de"
"Lafons, Élisabeth de"
"Lafranchise, Pierre voisin, dit"
"Lagarenne, de"
"Lagrangeville, de"
"Laguerche, de"
"Lapeaudière, de"
"Larègle, de"
Laroche-Saint-André
"Larouttière, chevalier de"
"Larouvillière, Michel de"
"Laval, le père jésuite"
"Lavau, veuve de"
"Lavillette, de"
"Lecomte, Pierre"
Lecousturier
Lecozic
"Lefèvre, Joseph"
"Legrand, François"
"Lequen, Henry, dit Bretagne (alias : Lequin)"
"Lesseuille, de"
"Letourneur, Marguerite"
Levenier
Lhotelier (alias : L’Hostellier)
"Livernan, de"
Lobinois de Tourneuve
Lorrain
"Lozé, Louis"
"Lusançay, de"
"Lusignan, de"
"Maillou, Charles"
"Maisonville, de"
"Malessie, de (alias : Malessye)"
"Marconnay, de"
"Martin, Jean"
"Mascaron, de"
Masson-Lardillière
"Maulevrier, de"
"Maurin, Jean"
"Mauzé, veuve"
"Mayere de Vivonne, François"
"Meloises, de"
Menil-Rolland
"Merveilleux, Jean-Pierre"
"Mesterzat, François"
Michel de Cazeneuve
"Millaud, Marie"
Miramont
"Monbault, M. de"
"Monge, Antoine"
"Montopin, de"
Morienne
"Moynet, Pierre"
"Naulet, Jean"
"Neaud, Paul"
"Nexons, de (alias : Nexous)"
Nolet
"Noret, Jean"
"Orseau, Étienne"
"Pelletier, André"
Peltreau
"Percin, de"
"Pérignac, de"
Périnet
Perrochon
"Petry, Henry-Adam"
"Peuffier, Nicolas"
"Pick, Ant. Rémy"
"Pillon, Grégoire"
"Pleumartin, monsieur de"
Plisson
"Poirier, Jacques"
"Poirier, Suzon"
Polignac de la Cour
"Pompadour, de"
"Pontherose, Nicolas"
Potal et Babaud
"Prévost, F.  Anaclet"
"Prévost, Jean"
"Querlerec, de"
"Querton, Jean"
"Quinault, Pierre"
"Rabier, Gabriel"
Rambourg
"Rancogne, de"
Raujon
"Ravannes, de"
"Raymond de la Mazoulière, Jacques"
"Revesche, F. Ant."
Richer
"Rigaud, Louis"
Robert de Vérigny
Robet
"Robin, Gilles"
"Rochechouard, de"
Rouach
Rouscht
Russie
Sabatier
"Sagonat, dame "
"Sain, Veuve"
Saint-André de Montmejean
"Saint-Mer, de "
"Saint-Pierre, comte de"
Sarry
Sartre de Saint-Laurent
"Sauvageau, Joseph"
"Savary, Jacques"
"Savigny, René"
"Scönherr, Gabriel"
"Serquigny, de"
Servenerie
Siohielm
"Sommery, de"
"Sordy, Claude"
"Sossiondo, de"
"Stalb, Bernard"
Surin de Mortagne
"Tapan, veuve"
Tassard
Terreienne
"Testard, François"
Testu de la Richardière
"Texier, Jacques"
"Thévenot, David-Louis"
"Thoix, Chevalier de"
"Tivilier, Thomas"
"Touchard, Pierre"
Trublet de la Fossingnant
"Vacans, de"
Vacher des Moulins
"Vacheron, Mathurin"
"Valles, de"
"Varaize, comte de"
"Vareille, marquis de"
Vatboy des Goustines
"Vérac, marquis de"
"Arbre de Biscaye, la frégate l' "
"Arnaud, Jacques"
"Auger, Louis, dit Dumont"
"Auger, Vincent"
Avignon
"Bachedergue, Jean"
"Baillet, Jean"
"Balin, Augustin (alias : Ballin)"
"Barbereau, Catherine"
"Barreau, François"
"Barrière, Jean"
Baubine
"Bauvois, Jean et François"
Bazil
"Beaumont de Boscal, sieur de"
"Beliard, Louis"
"Bernard, Renée"
"Berne, Pierre de"
"Besset, Jacques"
"Billebeau, Pierre"
"Blanchard, Jean"
"Bonneau, Martial"
"Bourgeois, Jean et Pierre"
"Bourgoin, Pierre"
"Bouvier, Charlotte"
"Bouvier, Jeanne"
"Bozenec, Jean, dit Saint-André"
"Brassac, M. de"
"Brion, marquis de"
"Brochet, René"
Brouague
Burette
Buschel
"Bussat, François"
"Cabanac, dame de"
"Caffaro, sieur de"
"Cardon, Henry"
"Casaubon, de"
Catalogne
Catignon
"Chaillé-La-Couture, sieur"
"Chapé, G. Hyacinthe"
"Charuau, J. Louis [Jean-Louis]"
"Chaumorel, M. de"
"Chauvry, de (voir : Charlot de Chauvery)"
Chenar
"Cherou, Jean"
Cleron-Kerdreux
"Combé, Marguerite"
"Constantin, Jean"
"Cornet, Charles"
"Cotton, Michel et Barthélemy"
"Coudin, Jacques (alias : Caudouin)"
"Coutera, Pierre"
"Cygne, le navire le"
"D’Espeaux, Pierre"
"Dejeu, Thomas"
"Delahaye, J.-B."
"Delorme, l’aîné"
Demissy
"Desclefs, Martin"
Desgateau de L’Aumarière
Desgots
Despleines
Destin
"Dierx, Jacob"
"Dillier, Simon"
Dontaye
"Drouet, François"
"Dubois, Marie"
"Duchesne, l’abbé"
Duflos
Dulary
"Durand, Marguerite"
"Elie, Pierre"
"Faureau, Gilbert (alias Foureau)"
"Fouchard, Angélique"
"Fournier, Pierre"
"Franquelin, cadet"
Froment de La Morlière
Fuel (voir La Fuelle)
"Gabaret de L’Hérondière, madame"
"Gabaret, madame de"
"Gabineau, François"
"Gaillard, Jean"
"Gallien, Michel"
"Gatineau, Isabelle"
Gaudion de La Vannerie
"Gaumont, sieur de"
Gavel
"Genée, Pierre"
Girain
"Girardeau, Isaac"
"Giraut, Barthélemy"
"Grandval, de"
"Guichard, François"
Hugon-Desdemaine
"Jean-Baptiste-de-Saint-Maixent, frère capucin"
"Jollain des Cluseaux, André"
Jossand
"Julien, Jacques"
Keranflet
"L’Illeau, de"
La Fuelle (alias : Fuel)
Laboutarderie
"Lacorne, abbé de"
"Lacoste, Louis"
Lagneau
"Laigue, chevalier de"
"Lalance, de"
"Lanaux, François, dit Langevin"
"Lapronnière, de"
"Laroche, Mathieu, dit La Liberté."
Lebé
"Lefèvre, Pierre"
Lenormant de Mezzy
Lescale
"Leydet, Pierre"
"Lilly, de"
Lortie du Petit-Fief
"Louis XIV, le bâtiment le"
"Louvigny, de"
Mariocheau (alias : Mariaucheau)
Martinière
"Massé, Suzanne"
Massias
"Masson, Nicolas"
"Maurepas, de"
"May, Emmanuel"
"Mercier, Louis"
"Morin, Philippe"
"Necque, Jacques"
"Niquet, René"
"Nouveau, Jacques de"
"Orgereau, François"
Pagny de Lys
"Pelier, Vincent"
Pelletan
"Pensens, de"
"Perrin, veuve"
Perrot des Ousches
"Pie, la gabarre la"
"Pineaud, Nicolas"
Planchard
"Pomier, père et fils"
Poupart
"Prat, Pierre"
"Prévost, Joseph"
"Priet, Mathurin"
Proust
Rateau
"Renault, André et Pierre"
"Réveilhat, Jean"
"Riouville, madame de"
"Rochelin, l'abbé de"
"Rolland, Louis"
"Roquefeuil, de"
"Roumeau, Jacques"
"Sabourin, Jean"
"Saint-Julien, P. Ant."
"Saint-Simon, duchesse de"
Saintard
"Savot, Jean"
"Sion, Antoine"
"Sion, Octave"
"Souchard,Marie-Anne et Angélique"
"Subtil, le droge le"
"Tessier, veuve"
"Texier, Pierre"
Tilleois
"Touschelonge, baron de"
Tremblay
"Tripot, Marie"
"Trois amis, le navire les"
"Truelle, Pierre"
"Uzès, le comte de"
"Valmenier, de "
"Vauquelin, Sébastien dit Maisonneuve"
"Abbesse, l’"
"Antoine, Jean"
"Archambaud, Pierre"
"Ardouin, Mathurin"
"Arnoult, Jacques"
"Aubruchet-Montolier, Pierre"
"Auday, Martin"
"Aufray, Louis"
"Augereau, François"
"Balan, Jacques"
"Basmaison, de"
"Baudy, Jean"
"Bazin, Nicolas"
"Beaulieu-Legris, Noël"
"Beauvais, Jean"
"Benoist, Pierre"
"Bérissé, Jean"
"Blanchet, Louis"
"Boisclairs, de"
"Boispinault, de"
"Boisseau, Christophe"
"Bonneau, Jean et Pierre"
"Bonneau, Pierre"
"Bossu, Paul"
"Boulainvilliers, de"
"Boullineau, Grégoire"
"Bourdin, Jacques"
"Bourge, de"
"Bourgeois, Jean"
"Bourville, de"
"Bouyer, André"
"Boyer, Jean"
"Brach, de"
"Brochant, Claude et Jean"
"Bruneteau, Joachim"
"Cabanès, feu"
"Candé, Jacques"
"Cappert, David"
"Caradec, Paul"
"Causic, Rolland"
"Chabot, Jacques"
"Chabot, Léon"
"Chaineau, Pierre"
"Chameau, Christophe"
"Champot, François"
"Chantereau, Suzanne"
"Chanut, Michel"
"Charmail, de"
"Châteauneuf, de"
"Chauvry, Charlot de"
"ChavIgny, de"
"Clément, Antoine"
"Compant, Antoine"
"Cordier, François"
"Corraud-Duharot, Nicolas"
"Cousicot, Jacques"
"Cremon, André"
"Cullant, de"
"D’albon, Lefèvre"
"D’Espaigne, Pierre"
"Daniaud, Thimottée"
"David, Louis"
"David, Sébastien"
"Delarbre, Pierre"
"Denis, Antoine"
"Depocimiro, Pierre"
"Desmortiers, Elie"
"Devaux, Antoine"
"Devie, Pierre"
"Deville, Louis"
"Drouillard, Jacques"
"Drouin, Nicolas"
"Dufort, Léonard"
"Dupré, Pierre"
"Dupuy, Victoire"
"Esnard, Jean"
"Eston, Jean"
"Ferrare, François"
"Feuquières, de"
"Fleury, Louis"
"Fleury, Louis-Ch"
"Fournier, Marie"
"Fradet, Louis"
"Fragneau, Laurent"
"Gabert, Antoine"
"Gallé, Louis"
"Gaudineau, Louis"
"Gaumont, de"
"Gélineau, Jean"
"Gentil, Pierre"
"Germain, Jean"
"Gill, Abraham"
"Gillard, Thomas"
"Gillon, Mathieu"
"Girardeau, Jacques"
"Gomme, Pierre "
"Goursolas, de"
"Gracineau, François"
"Grangé, Pierre Antoine"
"Granguillaume, Pierre"
"Gravouil, Louis"
"Grollier, Jean Baptiste"
"Grollier, Robert"
"Guerre, Charles"
"Guet, François"
"Guiaud, François"
"Guillaume, Jacques"
"Guilloirs, Jean"
"Guillot, Joseph"
"Guy, Samuel"
"Haynault, Jean-Pierre"
"Hébert, Etienne"
"Héraud, Jean"
"Honoré, François"
"Jaulin, Jacques"
"Jobert, Pierre"
"Julien, Louis"
"L’Hardy, Pierre-Louis"
"L’Homme, Bernard"
"La Rochalar, de"
"Laberie, Arnaud"
"Lagranville, de"
"Langlade, de"
"Lanouiller, de"
"Larigaudière-Froger, de"
"Lasalle-Desgouttes, de"
"Laserre, Pierre"
"Leboeuf, Noël"
"Lecourt, François"
"Lecoz, Tanguy"
"Lefebvre, Joseph"
"Legand, Jacques"
"Legrand, Jacques"
"Legris, Denis"
"Lehoux, François"
"Libert, Hercule"
"Lioncel, de"
"Loué, François"
"Luteau, René"
"Malder, Jean"
"Malvault, de"
"Marin, Jacques"
"Marot, Isabelle"
"Marthou, de"
"Massé, Jean"
"Massé, Sébastien"
"Mauchrétien, Charles"
"Maury, Félix"
"Mercier, Pierre"
"Meunier, Jean"
"Momain, Jean"
"Monliart, de"
"Monnay, André"
"Montésié, Pierre et André"
"Naudin, Madeleine"
"Niou, Jean"
"Nique, Jacques"
"Parat, Jacques"
"Payen, Barthélémy"
"Pélissier, André"
"Pentrez, de"
"Perciot, Gilles"
"Perony, Robert"
"Perrais, Olivier"
"Perret, Olivier"
"Petitteau, Michel"
"Piteau, Jean"
"Pluschon, Jean"
"Poemiero, Pierre de"
"Poincy, de"
"Poirier, Pierre"
"Pope, Corneille et Laurent"
"Préau, Louis"
"Raboin, François"
"Ramezay, de"
"Raoulx, Pierre"
"Rastouit, François"
"Renaudeau, Louis"
"Renaudin, Pierre"
"Renaudot, François"
"Reveillac, Jacques"
"Richelet, Nicolas-Pierre"
"Rigault, Pierre-François"
"Rochefort, de"
"Rodier, Paul"
"Rouaux, Pierre"
"Rousseau, Jacques-André"
"Rozier, Antoine et Germain"
"Sabrevois, de"
"Saint-Martin, Pierre"
"Saint-Rome, de"
"Salmon, Pierre et Jacques"
"Salomon, François"
"Salviat, Edmond"
"Savary, François"
"Sebrin, Jacques"
"Selle, Florent"
"Serpoin, Laurent"
"Sorlin, Pierre"
"Tanger, Georges"
"Testard, Antoine"
"Tigné, de"
"Todein, Louis"
"Tribon, H"
"Trichereau, François"
"Trichet, François"
"Vallet, Pierre"
"Varennes de Vaccans, de"
"Vaudreuil, de"
"Vaulezard, de"
"Verneuil, Marie"
"Verret, François"
"Vignaud, Isaac"
"Vigné, de"
"Viset, Jean"
"Vitré Denis, de"
"Vivant, Pierre"
"Yon, Pierre"
"Adrien, Philibert"
"Aleu, Adrien"
"Allaire, Esther"
"Baraudin, de"
"Bargeau, Jean"
"Barrisson, Jean"
"Beauchesne, de"
"Beauvais, de"
"Beauvoilier, de"
"Belmont, Pierre"
"Bélugard, Dupin de"
"Bettefort, Jean"
"Blanchard, Angélique"
"Boirand, Cl Denis"
"Boisdavid, de"
"Boisfermé, de"
"Brun, Antoine"
"Caffaro, de"
"Chasseriau, Blaise"
"Chateaugué, de"
"Chevalier, Pierre"
"Clerbout, J.B."
"Clergeau, François"
"Coetarie, de"
"D’amfreville, chevalier"
"Delacoste, Jean"
"Dietrich, Alexis"
"Dubillaud, François"
"Ducarlot, Raymond"
"Dufour, François"
"Duhamel, Laurent"
"Duparc, Baptiste"
"Duparc, Pierre"
"Duquesne,  Comte"
"Eschevins, Charles"
"Etourneau, Pierre"
"Faure, Raymond"
"Feliers, Michel"
"Fouras, de"
"Fourneau, Jean"
"Gaguignolle, Mathurin"
"Gaillard, Pierre"
"Garnier, François"
"Gifford, de"
"Gouineau, Jean"
"Goursclas, de"
"Goutron, Jacques"
"Grandpré, de"
"Grondet, Philippe"
"Guaide, Barthélémy"
"Jamon, Jean"
"La Motte-d’Eyran, de"
"La Ronde, de"
"La Roulais, de"
"La Roulière, de"
"Lacoste, Jean"
"Lafaure, Raymond"
"Lamustière, de"
"Laneuville, de"
"Larembergue, de"
"Laresnière, de"
"Latraisne, de"
"Laugerie, de"
"Legrand, Pierre"
"Lehomme, Marci"
"Lemasle, Jean"
"Lévécot, Jean"
"Liizardais, de"
"Lompré, Jean"
"Longpré, de"
"Louis, Etienne"
"Massicot, Michel"
"Massilieu, de"
"Mauclerc, de"
"Menneville, de"
"Mérué, Fontaine de"
"Milet, Jean"
"Morainville, de"
"Mothé, Mathurin"
"Nion, François"
"Nolivos, de "
"Pallette, Antoine"
"Parlan, de"
"Pastureau, François"
"Pépinet, de"
"Petiot, Henry"
"Petitpas, Isidore"
"Renaud, François"
"Robecourt, Geneviève et Marie"
"Ruolt, de"
"Saint-Lazare, de"
"Saint-Paupin Lignier, de"
"Sainte-Hermine, de"
"Sauvage, Philippe"
"Sauvain, Jeanne"
"Schonherr, Gabriel"
"Smith, Abigaël"
"Tiébou, Louis"
"Timbal, JB"
"Vaumorant, de"
"Vedeau, Pierre"
"Vienne-Busserolles, de"
"Vierneau, Jean"
"Vilain, Nicolas"
"Villarzel, de"
"Villeluisant-Hurault, de"
"Villeparc, de"
"Villette, de"
"Villevieille, de"
"Voland, Grégoire"
"Vourpe, Vincent"
"Augeraud, François"
"Babin, Jacques"
"Baran, Amable"
"Barat, Nicolas"
"Barret, Jean"
"Barrilly, de"
"Beaussan, de"
"Belot, Joseph"
"Beurte, Fortin"
"Bigot, Gilles"
"Blanchard, Antoine"
"Boishébert, de"
"Bonneau, Frères"
"Bonnet, Simon"
"Bordegaraye, de"
"Bourgeaud, François"
"Breton, François"
"Cambour, de"
"Carrière, François"
"Chamaillard, Jean"
"Champlain, de"
"Charlau, François"
"Charpentier, Pierre"
"Charrier, Louis"
"Chetiveau de Roussel, Claude"
"Chevillon, Jean"
"Cholenec, de"
"Clavel, de"
"Clavier, Antoine"
"Clergeau, Simon"
"Combour, de"
"Courcelles, de"
"Delacroix, Jérôme"
"Delacroix, Pierre"
"Delaistre, François"
"Delbrouck, Henry"
"Dorbey, Jeanne-Suzanne"
"Drouillard, René"
"Dutour, Pierre"
"Faizeau, Pierre"
"Fleury, Jean"
"Fragneau, André"
"Gaultier, Louis"
"Geneien, de"
"Genevais, Louis"
"Gerber, Jacob"
"Girard, Jean"
