function	ID	cID	geogname
Personne	P4532	C16904	Saint-Domingue
Personne	P4532	C16904	Saint-Domingue
Personne	P4582	C17151	
Personne	P4582	C17152	
Personne	P4582	C17150	
Personne	P4591	C17163	
Personne	P4591	C17164	
Personne	P4591	C17164	
Personne	P4596	C17176	
Personne	P4596	C17175	
Personne	P4596	C17174	
Personne	P4699	C17395	
Personne	P4699	C17396	
Personne	P4705	C17407	
Personne	P4705	N10813	
Personne	P4731	C17482	
Personne	P4788	C17646	Montpellier
Personne	P4814	C17710	La Rochelle, Bourges
Personne	P4814	C17713	
Personne	P4814	C17711	Bords, île Royale
Personne	P4814	C17712	
Personne	P5010	C18270	Bagnères
Personne	P5062	C18374	
Personne	P5062	C18373	
Personne	P5074	C18435	
Personne	P5075	C18436	
Personne	P5075	C18437	
Personne	P5075	C18438	
Personne	P5190	C18678	
Personne	P5204	C18694	
Personne	P5204	C18693	
Personne	P5204	C18693	
Personne	P5307	C18928	
Personne	P5406	C19372	
Personne	P5406	C19372	
Personne	P5406	C19373	
Personne	P5428	C19816	ile Royale, Dromadaire
Personne	P5428	C19817	
Personne	P5428	C19818	
Personne	P5448	C19862	Rochefort, Brest, Charente
Personne	P5448	C19863	Brest
Personne	P5459	C19898	
Personne	P5459	C19898	
Personne	P5493	C20012	Fouras, Saint-Laurent de la Prée, Rochefort
Personne	P5511	C20057	Parlement de Paris
Personne	P5511	C20057	Parlement de Paris
Personne	P5587	C20266	
Personne	P5587	C20266	
Personne	P5734	C21371	
Personne	P5734	C21370	
Personne	P5752	C21403	Passage
Personne	P5813	C21562	Saint-Domingue, Triton
Personne	P5990	C22092	
Personne	P5990	C22094	
Personne	P5990	C22093	
Personne	P5990	C22096	
Personne	P5990	C22095	
Personne	P6005	C22116	Rochefort
Personne	P6005	C22116	Rochefort
Personne	P6005	C22127	
Personne	P6005	C22123	
Personne	P6005	C22122	
Personne	P6005	C22120	
Personne	P6005	C22121	
Personne	P6005	C22130	
Personne	P6005	C22129	
Personne	P6005	C22119	
Personne	P6005	C22125	
Personne	P6005	C22117	
Personne	P6005	C22124	
Personne	P6005	C22126	
Personne	P6005	C22128	
Personne	P6005	C22118	
Personne	P6048	C22215	Brest
Personne	P6048	C22216	
Personne	P6048	C22217	Saint-Louis
Personne	P6048	C22218	Saint-Louis
Personne	P6048	C22219	
Personne	P6124	N14075	
Personne	P6151	C22481	Brest
Personne	P6151	C22482	
Personne	P6176	C22542	Saint-Domingue, Triton
Personne	P6176	C22543	Saint-Domingue, Triton
Personne	P6178	C22549	Dunkerque
Personne	P6178	C22550	
Personne	P6218	C22622	
Personne	P6218	C22627	Chine, Saint-Malo, Rochefort
Personne	P6218	C22624	
Personne	P6218	C22623	
Personne	P6218	C22625	
Personne	P6218	C22625	
Personne	P6218	C22626	Sainte-Alonzie
Personne	P6293	C22808	Marmande
Personne	P6508	C23370	Palais, Paris
Personne	P6508	C23371	
Personne	P6508	C23369	
Personne	P6508	C23369	
Personne	P6708	C24139	Atalante, Martinique
Personne	P6723	C24164	
Personne	P6723	C24166	
Personne	P6723	C24163	
Personne	P6723	C24165	Buenos-ayres, Buenos Aires
Personne	P6737	C24188	Landais
Personne	P6740	C24195	Ré, ile Royale
Personne	P6740	C24194	île Royale
Personne	P6746	C24202	
Personne	P6964	C25451	Rochefort
Personne	P6964	C25452	
Personne	P7084	N16636	
Personne	P7150	C26168	Cayenne, Rochefort
Personne	P7150	C26166	Martinique
Personne	P7150	C26167	Martinique
Personne	P7176	C26286	
Personne	P7262	C26462	Rochefort, Banailh
Personne	P7262	C26462	Rochefort, Banailh
Personne	P7262	C26461	
Personne	P7263	C26463	Bordeaux
Personne	P7385	C26863	ile Dieu, Bordeau
Personne	P7385	C26863	ile Dieu, Bordeau
Personne	P7385	C26862	La Rochelle, Bayonne
Personne	P7389	C26910	France, Angleterre
Personne	P7389	C26912	
Personne	P7389	C26911	Bordeaux
Personne	P7441	C27057	
Personne	P7441	C27056	
Personne	P7639	C27671	Cayenne
Personne	P7639	C27670	Cayenne
Personne	P7639	C27673	Cayenne
Personne	P7639	C27672	Rochefort, Cayenne
Personne	P7697	C27847	
Personne	P7710	C27904	Libourne, forêt de Barrade
Personne	P7710	C27905	
Personne	P7710	C27903	
Personne	P7759	C28072	Passage, bois de la Marine
Personne	P7802	C28151	
Personne	P7844	C28235	Port-Louis
Personne	P8028	C28662	
Personne	P8154	C29120	Gardien
Personne	P8154	C29120	Gardien
Personne	P8176	N18880	
Personne	P8176	C29158	Saint Domingue
Personne	P8241	C29248	
Personne	P8322	C30220	
Personne	P8359	C30426	
Personne	P8359	N19431	
Personne	P8359	C30425	
Personne	P8359	C30427	La Rochelle
Personne	P8359	C30424	
Personne	P8538	C30838	France, Angleterre
Personne	P8538	C30840	
Personne	P8538	C30839	Bordeaux
Personne	P8546	C30898	
Personne	P8748	C31493	
Personne	P8897	C32255	
Personne	P8897	C32257	
Personne	P8897	C32257	
Personne	P8897	C32257	
Personne	P8897	C32256	
Personne	P8984	C32543	Oléron
Personne	P8984	C32544	
Personne	P8984	C32542	Oléron
Personne	P8994	N20804	
Personne	P9088	C32871	
Personne	P9088	C32872	
Personne	P9088	C32873	
Personne	P9088	C32874	
Personne	P9161	C33014	Cayenne
Personne	P9161	C33013	
Personne	P9161	C33012	
Personne	P9163	C33016	
Personne	P9214	N21249	
Personne	P9214	N21250	
Personne	P9222	N21265	
Personne	P9244	N21369	
Personne	P9244	C33543	
Personne	P9284	N21438	
Personne	P9284	C33621	
Personne	P9347	C33825	Rochefort
Personne	P9347	C33826	Dromadaire, ile Royale
Personne	P9347	C33824	ile Royale
Personne	P9459	C34408	Oleron
Personne	P9459	C34407	Arrêté, Fontenay-le-Comte
Personne	P9502	C34577	
Personne	P9502	C34577	
Personne	P9502	C34575	Colonies
Personne	P9502	C34574	Vendôme
Personne	P9502	C34576	
Personne	P9506	C34610	
Personne	P9578	C35134	Rennes, Vaublanc, La Hardouynaye, Hardouinais, Rochefort, Brest
Personne	P9578	C35134	Rennes, Vaublanc, La Hardouynaye, Hardouinais, Rochefort, Brest
Personne	P9676	C35582	
Personne	P9772	N22710	
Personne	P10242	C37109	Prévôté
Personne	P10249	C37450	
Personne	P10249	C37448	Hollande, Rochefort
Personne	P10249	C37453	Nord
Personne	P10249	C37454	
Personne	P10249	C37456	
Personne	P10249	C37455	
Personne	P10249	C37457	Stockholm
Personne	P10249	C37452	Gottenbourg, Gothenburg, Rochefort
Personne	P10249	C37451	
Personne	P10249	C37449	Dantzig, Rochefort
Personne	P10266	C37480	
Personne	P10269	C37485	Rochefort, Combes
Personne	P10269	C37486	Rochefort
Personne	P10320	C37643	Brest
Personne	P10465	C38068	
Personne	P10465	C38068	
Personne	P10466	C38069	
Personne	P10506	C38174	Guinée, Martinique
Personne	P10647	C38623	Suisse
Personne	P29	N137	
Personne	P86	C501	la Rochelle
Personne	P86	C499	La Rochelle
Personne	P86	C499	La Rochelle
Personne	P86	C500	La Rochelle
Personne	P86	C496	
Personne	P86	C497	
Personne	P86	C498	Rochefort
Personne	P86	C498	Rochefort
Personne	P86	C506	tour des Baleines, île de Ré.
Personne	P86	C506	tour des Baleines, île de Ré.
Personne	P86	C506	tour des Baleines, île de Ré.
Personne	P86	C506	tour des Baleines, île de Ré.
Personne	P86	C503	
Personne	P86	C503	
Personne	P86	C504	
Personne	P86	C504	
Personne	P86	C505	La Rochelle
Personne	P86	C502	la Rochelle
Personne	P86	C502	la Rochelle
Personne	P86	C495	Cantonnement
Personne	P111	C633	Sablé
Personne	P147	C817	
Personne	P147	C817	
Personne	P147	C816	Marseille
Personne	P248	C2180	
Personne	P275	C2252	
Personne	P277	C2255	
Personne	P461	C2722	Bordeaux
Personne	P491	C2777	Vaisseau
Personne	P491	C2778	Paon
Personne	P491	C2778	Paon
Personne	P493	C2780	
Personne	P526	C2832	Brest
Personne	P622	C3100	
Personne	P652	C3194	
Personne	P692	N1659	
Personne	P1682	C6179	
Personne	P876	C3844	Saint Domingue
Personne	P981	C4190	
Personne	P1001	C4231	
Personne	P1075	N2427	
Personne	P1134	C4536	
Personne	P1210	C4777	Périgueux
Personne	P1210	C4778	
Personne	P1219	N2719	
Personne	P1219	C4792	
Personne	P1251	C4894	Blaye, Bourbonnais
Personne	P1251	C4894	Blaye, Bourbonnais
Personne	P1251	C4893	la Martinique
Personne	P1269	C4940	Canada
Personne	P1278	N2857	
Personne	P1286	C4983	
Personne	P1388	C5201	Toulon
Personne	P1433	C5348	Léogane
Personne	P1585	C5698	
Personne	P1456	C5377	Coygny
Personne	P1518	C5546	Rochefort, Dromadaire, Martinique
Personne	P1533	N3311	
Personne	P1551	C5626	
Personne	P1599	C5743	Nantes
Personne	P1729	C6294	Saint-Domingue
Personne	P1781	C6397	Vent
Personne	P1800	C6521	France
Personne	P1927	C6761	
Personne	P1996	C7044	Colombe
Personne	P1996	N4293	
Personne	P1996	C7041	
Personne	P1996	C7042	
Personne	P1996	C7046	
Personne	P1996	C7047	
Personne	P1996	C7043	
Personne	P1996	C7045	
Personne	P1996	C7048	
Personne	P1996	C7039	
Personne	P1996	C7040	
Personne	P2002	N4312	
Personne	P2002	N4312	
Personne	P2035	N4382	
Personne	P2035	C7153	Cayenne
Personne	P2035	C7153	Cayenne
Personne	P2046	C7189	Angoumois, Périgord
Personne	P2046	C7187	
Personne	P2046	C7188	Rochefort
Personne	P2080	C7405	
Personne	P2083	C7434	
Personne	P2083	C7433	
Personne	P2083	C7435	île Dieu
Personne	P2122	C7517	
Personne	P2137	C7556	Cayenne
Personne	P2360	N5016	
Personne	P2190	C7671	Province de Saintonge
Personne	P2209	C7714	Cayenne, Paon
Personne	P2270	C7896	tour de Chassiron, Antioche
Personne	P2414	C8218	la Martinique
Personne	P2478	C8355	
Personne	P2511	C9585	
Personne	P2598	C9849	département de Brest, Rochefort
Personne	P2598	C9850	Champagné
Personne	P2719	C10111	
Personne	P2769	N6087	
Personne	P2813	N6184	
Personne	P2816	C10426	
Personne	P2874	C10663	
Personne	P2921	C10767	
Personne	P2928	C10784	tour de Chassiron
Personne	P3043	C11078	Angoulême
Personne	P3238	C11654	
Personne	P3247	N7046	
Personne	P3259	C11720	
Personne	P3259	C11721	
Personne	P3259	C11721	
Personne	P3259	C11719	
Personne	P3259	C11718	
Personne	P3321	C11951	Bayonne
Personne	P3341	C12011	
Personne	P3400	C12156	
Personne	P3406	C12187	
Personne	P3406	C12185	
Personne	P3406	C12186	
Personne	P3482	C12458	
Personne	P3482	C12456	
Personne	P3482	C12462	
Personne	P3482	C12457	
Personne	P3482	C12460	Paon
Personne	P3482	C12461	
Personne	P3482	C12455	
Personne	P3482	C12459	Québec
Personne	P3550	C12757	Putigny
Personne	P3550	C12758	Rochefort
Personne	P3605	C12992	
Personne	P3611	C13020	Bayonne, Hendaye
Personne	P3611	C13020	Bayonne, Hendaye
Personne	P3611	C13019	
Personne	P3655	C13147	
Personne	P3715	C13343	Rochefort, Brest
Personne	P3717	C13348	Canada, Chameau
Personne	P3738	C13417	Bayonne, Rochefort
Personne	P3781	C13502	
Personne	P3781	C13503	
Personne	P3800	C13568	Bordeaux
Personne	P3800	C13568	Bordeaux
Personne	P3800	C13569	
Personne	P3800	C13570	
Personne	P3830	C13645	
Personne	P3830	C13645	
Personne	P3830	C13643	
Personne	P3830	C13644	
Personne	P3830	C13646	
Personne	P3886	C13882	Rochefort
Personne	P3890	C13888	Château-Trompette, Bordeaux
Personne	P4106	C15108	
Personne	P4123	C15150	Martinique
Personne	P4178	C15342	Prévôt de la Marine
Personne	P4184	C15354	
Personne	P4220	C15472	Aix, Rochefort, Guadeloupe
Personne	P4272	C15941	
Personne	P4272	C15962	
Personne	P4272	C15944	
Personne	P4272	C15963	
Personne	P4272	C15966	
Personne	P4272	C15951	
Personne	P4272	C15938	
Personne	P4272	C15939	
Personne	P4272	C15939	
Personne	P4272	C15935	
Personne	P4272	C15936	
Personne	P4272	C15943	
Personne	P4272	C15959	
Personne	P4272	C15949	
Personne	P4272	C15960	
Personne	P4272	C15947	
Personne	P4272	N9830	
Personne	P4272	C15948	
Personne	P4272	C15953	
Personne	P4272	C15945	
Personne	P4272	C15961	
Personne	P4272	C15954	
Personne	P4272	C15964	
Personne	P4272	C15950	Saint-Louis
Personne	P4272	C15937	Bordeaux
Personne	P4272	C15965	
Personne	P4272	C15965	
Personne	P4272	C15942	
Personne	P4272	C15940	
Personne	P4272	C15952	Canada
Personne	P4272	C15955	
Personne	P4272	C15956	
Personne	P4272	C15957	
Personne	P4272	C15958	Rochefort
Personne	P4272	C15946	Rochefort
Personne	P4272	N9825	
Personne	P4302	C16058	Valeur
Personne	P4302	C16057	
Personne	P4356	C16254	
Personne	P4432	C16552	
Personne	P4497	C16776	Pyrénées
Personne	P4510	C16800	Canada
Personne	P4534	C16907	
Personne	P4540	C16931	
Personne	P4616	C17237	
Personne	P4640	C17274	Léogane, Domaine d'Occident
Personne	P4813	C17709	Atalante, Martinique
Personne	P4857	C17963	
Personne	P4960	C18173	
Personne	P4960	C18172	
Personne	P4976	C18195	
Personne	P4976	C18196	
Personne	P4976	C18197	
Personne	P4976	C18204	Rochefort
Personne	P4976	C18194	
Personne	P4976	C18194	
Personne	P4976	C18200	
Personne	P4976	C18201	
Personne	P4976	C18202	
Personne	P4976	C18203	
Personne	P4976	N11349	
Personne	P4976	N11350	
Personne	P4976	N11351	
Personne	P4976	C18193	Saint Domingue, Pérou
Personne	P4976	C18198	
Personne	P4976	C18199	
Personne	P5083	C18446	Garde
Personne	P5278	C18868	
Personne	P5278	C18867	
Personne	P5288	C18881	
Personne	P5399	C19364	Paris, Rochefort
Personne	P5367	C19164	
Personne	P5475	C19968	
Personne	P5542	C20149	Atalante, Martinique
Personne	P5562	C20183	
Personne	P5562	C20179	Rochefort, Gournay
Personne	P5562	C20181	
Personne	P5562	C20182	Paris, Rochefort, Gournay, Trésor
Personne	P5562	C20180	Saint-Louis, Rochefort
Personne	P5765	C21436	
Personne	P5765	C21439	
Personne	P5765	C21443	
Personne	P5765	C21438	
Personne	P5765	C21434	
Personne	P5765	C21435	
Personne	P5765	C21440	
Personne	P5765	C21441	
Personne	P5765	C21442	
Personne	P5765	C21433	
Personne	P5765	C21444	
Personne	P5765	C21445	
Personne	P5765	C21446	
Personne	P5765	N13369	
Personne	P5765	N13370	
Personne	P5765	N13370	
Personne	P5765	C21437	
Personne	P5776	C21465	iles Saint-Jean, Canada
Personne	P5776	C21466	
Personne	P5776	C21467	
Personne	P6170	C22530	Saint-Jean d'Angély
Personne	P6360	C22966	
Personne	P6400	C23072	ile Royale
Personne	P6442	C23161	
Personne	P6443	C23162	
Personne	P6455	C23195	La Rochelle
Personne	P6485	C23317	Fort-Royal, Martinique, Dromadaire
Personne	P6546	C23490	
Personne	P6570	N14890	
Personne	P6645	C23961	Rochefort
Personne	P6645	C23961	Rochefort
Personne	P6655	C23993	La Rochelle, Saint-Domingue
Personne	P6655	C23990	Charente
Personne	P6655	C23994	
Personne	P6655	C23992	Salé
Personne	P6655	C23991	la Rochelle
Personne	P6665	C24009	
Personne	P6692	C24071	
Personne	P6796	N15562	
Personne	P6796	C24347	Rochefort, Saint-Etienne
Personne	P6866	C24518	
Personne	P6866	C24519	
Personne	P6866	C24520	Angoumois, Saint-Domingue
Personne	P6948	C25411	Vendome-Huet
Personne	P6951	C25417	Valeur
Personne	P7008	C25724	Chameau, Brest
Personne	P7033	C25782	Dromadaire, Toulon, Rochefort
Personne	P7294	C26523	
Personne	P7294	C26524	Petit Goave
Personne	P7338	C26723	
Personne	P7338	C26722	
Personne	P7338	C26720	Montauban
Personne	P7338	C26718	Québec
Personne	P7338	C26719	Québec
Personne	P7338	C26719	Québec
Personne	P7338	C26721	Canada
Personne	P7338	C26724	
Personne	P7338	C26717	Louisiane
Personne	P7338	C26716	Roi, Québec, Barentin
Personne	P7375	N17272	
Personne	P7426	C27027	
Personne	P7426	C27024	
Personne	P7426	C27023	
Personne	P7426	C27028	Beaumont, Québec
Personne	P7426	C27029	Beaumont, Québec
Personne	P7426	C27025	
Personne	P7426	C27026	
Personne	P7471	C27242	Rochefort
Personne	P7471	C27243	Rochefort
Personne	P7471	C27244	
Personne	P7544	C27436	
Personne	P7601	C27529	Ré.
Personne	P7701	C27865	
Personne	P7799	C28147	La Fillière
Personne	P7799	C28147	La Fillière
Personne	P7809	C28158	Paon
Personne	P7813	C28169	Libourne
Personne	P7813	C28169	Libourne
Personne	P7829	C28200	Rochefort
Personne	P7829	C28200	Rochefort
Personne	P7829	C28199	
Personne	P7873	C28324	Valeur
Personne	P8012	C28634	Putigny
Personne	P8087	C28990	
Personne	P8087	C28989	Martinique
Personne	P8087	C28988	
Personne	P8120	C29055	
Personne	P8120	C29054	
Personne	P8142	N18814	
Personne	P8173	N18876	
Personne	P8173	N18876	
Personne	P8417	C30550	
Personne	P8425	C30561	
Personne	P8444	N19580	
Personne	P8444	C30612	
Personne	P8444	C30613	
Personne	P8453	C30629	
Personne	P8453	C30628	
Personne	P8507	C30755	
Personne	P8507	C30756	Pontmarais
Personne	P8541	C30844	Rochefort
Personne	P8622	C31093	Saint-Domingue
Personne	P8636	C31151	
Personne	P8636	C31150	
Personne	P8668	C31202	Toulon
Personne	P8668	C31203	
Personne	P8680	C31243	
Personne	P8825	C31903	
Personne	P8825	C31902	
Personne	P8907	C32279	
Personne	P8945	C32454	Atalante, Martinique
Personne	P8945	C32455	
Personne	P8958	C32497	Eléphant, Saint-Domingue
Personne	P8966	C32515	Martinique
Personne	P9026	C32699	
Personne	P9059	C32769	
Personne	P9059	C32770	Royan
Personne	P9075	C32802	Rio-Janeiro
Personne	P9075	C32803	
Personne	P9147	C32987	Dompierre, La Rochelle
Personne	P9210	C33216	département de Rochefort
Personne	P9210	C33217	
Personne	P9210	C33218	La Rochalart
Personne	P9349	C33828	Valavoire
Personne	P9368	C33860	Canada
Personne	P9368	C33861	
Personne	P9368	C33859	
Personne	P9438	C34338	
Personne	P9495	C34544	
Personne	P9670	C35571	Rochefort
Personne	P9681	C35588	
Personne	P9681	C35587	
Personne	P9760	C35767	Rochefort
Personne	P9801	C35875	Courcy
Personne	P9803	C35877	
Personne	P9856	C35997	Martinique
Personne	P9881	C36053	Oléron, tour de Chassiron
Personne	P9885	C36126	Tonnay-Charente, Portugal
Personne	P9885	C36124	
Personne	P9885	C36125	
Personne	P9930	C36254	
Personne	P9930	C36255	
Personne	P9930	C36252	
Personne	P9930	C36253	
Personne	P9979	C36424	
Personne	P10002	C36491	Toulon, Rochefort
Personne	P10002	C36492	
Personne	P10002	C36496	Toulon, Rochefort, Rochefort
Personne	P10002	C36495	
Personne	P10002	C36495	
Personne	P10002	C36493	îles du Vent
Personne	P10002	C36494	îles du Vent
Personne	P10041	C36599	Temple Deraix
Personne	P10106	C36736	Charente
Personne	P10106	C36738	
Personne	P10106	C36737	
Personne	P10228	C37083	Bellevue
Personne	P10228	C37084	
Personne	P10273	C37498	Bordeaux
Personne	P10273	C37499	
Personne	P10273	C37500	
Personne	P10273	C37497	
Personne	P10273	C37498	Bordeaux
Personne	P10364	C37783	
Personne	P10579	C38419	
Personne	P10595	C38458	
Personne	P10672	C38711	
Personne	P10676	N24610	
Personne	P25	C267	
Personne	P56	C427	Saint-Domingue
Personne	P56	C430	Saint-Philippe, Saint-Domingue
Personne	P56	C429	Saint-Domingue
Personne	P56	C428	
Personne	P108	C625	Blaye
Personne	P109	C628	
Personne	P109	C628	
Personne	P109	C627	
Personne	P109	C626	Champagne, Rochefort
Personne	P156	C829	Auvergne
Personne	P156	C829	Auvergne
Personne	P233	C2046	Guadeloupe
Personne	P238	C2119	
Personne	P238	C2120	
Personne	P273	C2245	garenne de la Fouchardière
Personne	P273	C2246	garenne de la Fouchardière
Personne	P273	C2246	garenne de la Fouchardière
Personne	P273	C2247	garenne de la Fouchardière
Personne	P273	C2248	garenne de la Fouchardière
Personne	P273	C2249	Poitou
Personne	P273	C2250	
Personne	P307	C2312	la Rochelle
Personne	P332	C2417	Bayonne
Personne	P345	C2446	Rochefort, Atalante, Saint-Domingue, Bordeaux
Personne	P366	C2472	Québec, Rochefort
Personne	P366	C2473	
Personne	P397	C2533	Sables-d’Olonne, île Dieu
Personne	P397	C2537	
Personne	P397	C2532	île Dieu, Invalides, Sables-d’Olonne
Personne	P397	C2531	
Personne	P397	C2534	Audierne
Personne	P397	C2535	Croisic
Personne	P397	C2536	
Personne	P405	C2554	
Personne	P422	C2594	Sainte-Marie, île Royale
Personne	P422	C2594	Sainte-Marie, île Royale
Personne	P425	C2618	
Personne	P425	C2631	
Personne	P425	C2625	
Personne	P425	C2626	
Personne	P425	C2636	
Personne	P425	C2632	
Personne	P425	C2619	
Personne	P425	C2619	
Personne	P425	C2620	
Personne	P425	C2633	
Personne	P425	C2633	
Personne	P425	C2634	
Personne	P425	C2635	
Personne	P425	C2617	La Garonne
Personne	P425	C2627	
Personne	P425	C2628	
Personne	P425	C2629	
Personne	P425	C2630	Rochefort
Personne	P425	C2621	
Personne	P425	C2624	
Personne	P425	C2623	
Personne	P425	C2622	
Personne	P452	C2712	Cayenne
Personne	P452	C2710	Saint-Domingue
Personne	P452	C2711	Saint-Domingue
Personne	P451	C2709	Rochefort
Personne	P456	C2717	
Personne	P456	C2717	
Personne	P560	C2925	
Personne	P560	C2920	
Personne	P560	C2921	
Personne	P560	C2922	
Personne	P560	C2923	
Personne	P560	C2924	
Personne	P560	C2919	département du Havre, Rochefort
Personne	P562	C2927	Saint-Louis
Personne	P562	C2928	
Personne	P562	C2929	
Personne	P563	C2931	Rochefort, Périgord
Personne	P563	C2934	Saint-Philippe
Personne	P563	C2938	
Personne	P563	C2930	
Personne	P563	C2932	
Personne	P563	C2933	
Personne	P563	C2937	
Personne	P563	C2936	
Personne	P563	C2935	
Personne	P563	C2939	Rancogne
Personne	P583	C3003	Rochefort, Guadeloupe
Personne	P592	C3017	
Personne	P644	C3174	Saint-Louis
Personne	P644	C3173	
Personne	P644	C3176	
Personne	P644	C3175	Saint-Louis
Personne	P644	C3172	
Personne	P655	C3230	Invalides de la Marine
Personne	P655	C3221	
Personne	P655	C3222	
Personne	P655	C3222	
Personne	P655	C3223	
Personne	P655	C3259	la Rochelle, Invalides de la Marine
Personne	P655	C3283	île d’Aix
Personne	P655	C3284	île d’Aix
Personne	P655	C3284	île d’Aix
Personne	P655	C3285	île d’Aix
Personne	P655	C3285	île d’Aix
